session_timestamp_ms,phase,airflow_raw,timestamp_ms
120625,relax,0,120625
120675,relax,0,120675
120726,relax,0,120726
120777,relax,0,120777
120828,relax,0,120828
120878,relax,7,120878
120929,relax,7,120929
120980,relax,0,120980
121031,relax,0,121031
121082,relax,0,121082
121132,relax,0,121132
121182,relax,0,121182
121233,relax,0,121233
121284,relax,0,121284
121335,relax,0,121335
121385,relax,0,121385
121436,relax,0,121436
121486,relax,0,121486
121537,relax,0,121537
121588,relax,0,121588
121639,relax,0,121639
121689,relax,0,121689
121740,relax,0,121740
121790,relax,0,121790
121842,relax,0,121842
121892,relax,1,121892
121943,relax,1,121943
121993,relax,2,121993
122044,relax,6,122044
122095,relax,16,122095
122146,relax,19,122146
122197,relax,31,122197
122247,relax,34,122247
122298,relax,42,122298
122348,relax,46,122348
122400,relax,60,122400
122450,relax,56,122450
122501,relax,59,122501
122552,relax,63,122552
122602,relax,67,122602
122654,relax,71,122654
122704,relax,74,122704
122755,relax,76,122755
122805,relax,75,122805
122856,relax,78,122856
122907,relax,78,122907
122958,relax,79,122958
123009,relax,80,123009
123059,relax,80,123059
123110,relax,80,123110
123161,relax,80,123161
123212,relax,79,123212
123262,relax,77,123262
123313,relax,77,123313
123363,relax,74,123363
123414,relax,75,123414
123466,relax,72,123466
123516,relax,74,123516
123567,relax,71,123567
123617,relax,71,123617
123668,relax,68,123668
123719,relax,66,123719
123770,relax,66,123770
123821,relax,65,123821
123871,relax,63,123871
123922,relax,62,123922
123973,relax,62,123973
124024,relax,52,124024
124074,relax,40,124074
124125,relax,21,124125
124175,relax,5,124175
124226,relax,1,124226
124277,relax,0,124277
124328,relax,0,124328
124378,relax,0,124378
124429,relax,0,124429
124479,relax,0,124479
124531,relax,0,124531
124581,relax,0,124581
124632,relax,0,124632
124682,relax,0,124682
124733,relax,0,124733
124784,relax,0,124784
124835,relax,0,124835
124885,relax,0,124885
124936,relax,0,124936
124986,relax,0,124986
125037,relax,0,125037
125088,relax,0,125088
125139,relax,0,125139
125189,relax,2,125189
125240,relax,0,125240
125290,relax,1,125290
125342,relax,3,125342
125392,relax,0,125392
125443,relax,0,125443
125493,relax,0,125493
125544,relax,0,125544
125595,relax,8,125595
125646,relax,0,125646
125696,relax,1,125696
125747,relax,1,125747
125797,relax,4,125797
125849,relax,17,125849
125900,relax,35,125900
125950,relax,50,125950
126001,relax,52,126001
126051,relax,65,126051
126102,relax,68,126102
126153,relax,76,126153
126204,relax,77,126204
126254,relax,86,126254
126305,relax,89,126305
126356,relax,91,126356
126407,relax,96,126407
126458,relax,98,126458
126508,relax,106,126508
126559,relax,99,126559
126609,relax,101,126609
126661,relax,100,126661
126712,relax,108,126712
126762,relax,97,126762
126813,relax,109,126813
126863,relax,96,126863
126914,relax,97,126914
126966,relax,91,126966
127016,relax,95,127016
127067,relax,93,127067
127117,relax,92,127117
127168,relax,87,127168
127219,relax,87,127219
127270,relax,87,127270
127320,relax,84,127320
127371,relax,83,127371
127422,relax,75,127422
127473,relax,76,127473
127524,relax,74,127524
127574,relax,73,127574
127625,relax,70,127625
127675,relax,70,127675
127727,relax,64,127727
127777,relax,64,127777
127828,relax,61,127828
127879,relax,59,127879
127929,relax,59,127929
127980,relax,55,127980
128031,relax,53,128031
128082,relax,50,128082
128132,relax,48,128132
128183,relax,40,128183
128234,relax,32,128234
128285,relax,17,128285
128336,relax,8,128336
128386,relax,2,128386
128437,relax,2,128437
128487,relax,1,128487
128539,relax,1,128539
128589,relax,0,128589
128640,relax,0,128640
128690,relax,0,128690
128741,relax,0,128741
128791,relax,0,128791
128843,relax,0,128843
128893,relax,0,128893
128944,relax,9,128944
128994,relax,0,128994
129045,relax,0,129045
129096,relax,0,129096
129147,relax,2,129147
129197,relax,0,129197
129248,relax,0,129248
129298,relax,0,129298
129350,relax,0,129350
129400,relax,0,129400
129451,relax,0,129451
129501,relax,0,129501
129552,relax,0,129552
129602,relax,0,129602
129654,relax,0,129654
129704,relax,0,129704
129755,relax,0,129755
129805,relax,0,129805
129856,relax,0,129856
129907,relax,0,129907
129958,relax,0,129958
130008,relax,0,130008
130059,relax,1,130059
130109,relax,3,130109
130161,relax,8,130161
130211,relax,21,130211
130262,relax,32,130262
130312,relax,43,130312
130363,relax,48,130363
130413,relax,59,130413
130465,relax,66,130465
130516,relax,73,130516
130566,relax,77,130566
130617,relax,82,130617
130667,relax,79,130667
130719,relax,86,130719
130769,relax,89,130769
130820,relax,87,130820
130870,relax,90,130870
130921,relax,90,130921
130973,relax,91,130973
131023,relax,89,131023
131074,relax,91,131074
131124,relax,90,131124
131175,relax,90,131175
131226,relax,88,131226
131277,relax,86,131277
131327,relax,83,131327
131378,relax,82,131378
131429,relax,80,131429
131479,relax,83,131479
131531,relax,75,131531
131581,relax,73,131581
131632,relax,71,131632
131682,relax,66,131682
131733,relax,67,131733
131784,relax,63,131784
131835,relax,65,131835
131886,relax,63,131886
131936,relax,62,131936
131987,relax,59,131987
132038,relax,57,132038
132089,relax,56,132089
132139,relax,52,132139
132190,relax,51,132190
132241,relax,43,132241
132292,relax,39,132292
132343,relax,31,132343
132393,relax,34,132393
132444,relax,28,132444
132494,relax,25,132494
132545,relax,28,132545
132596,relax,15,132596
132647,relax,10,132647
132698,relax,6,132698
132748,relax,3,132748
132799,relax,2,132799
132850,relax,2,132850
132901,relax,6,132901
132951,relax,2,132951
133002,relax,1,133002
133052,relax,2,133052
133104,relax,1,133104
133154,relax,0,133154
133205,relax,0,133205
133255,relax,0,133255
133306,relax,0,133306
133356,relax,0,133356
133408,relax,0,133408
133458,relax,0,133458
133509,relax,0,133509
133559,relax,0,133559
133610,relax,0,133610
133661,relax,0,133661
133712,relax,0,133712
133762,relax,0,133762
133813,relax,0,133813
133863,relax,0,133863
133915,relax,0,133915
133965,relax,0,133965
134016,relax,0,134016
134066,relax,0,134066
134117,relax,0,134117
134167,relax,0,134167
134219,relax,0,134219
134269,relax,0,134269
134320,relax,0,134320
134370,relax,0,134370
134421,relax,0,134421
134472,relax,0,134472
134523,relax,0,134523
134573,relax,0,134573
134624,relax,1,134624
134674,relax,1,134674
134726,relax,11,134726
134776,relax,25,134776
134827,relax,37,134827
134877,relax,48,134877
134928,relax,58,134928
134978,relax,65,134978
135030,relax,74,135030
135080,relax,82,135080
135131,relax,85,135131
135182,relax,89,135182
135232,relax,94,135232
135284,relax,95,135284
135334,relax,98,135334
135385,relax,101,135385
135435,relax,99,135435
135486,relax,100,135486
135538,relax,99,135538
135588,relax,99,135588
135639,relax,99,135639
135689,relax,99,135689
135740,relax,97,135740
135791,relax,98,135791
135842,relax,94,135842
135893,relax,93,135893
135943,relax,88,135943
135994,relax,84,135994
136044,relax,83,136044
136096,relax,80,136096
136146,relax,78,136146
136197,relax,75,136197
136247,relax,74,136247
136298,relax,71,136298
136350,relax,70,136350
136400,relax,66,136400
136451,relax,66,136451
136501,relax,62,136501
136552,relax,60,136552
136603,relax,57,136603
136654,relax,47,136654
136704,relax,44,136704
136755,relax,42,136755
136806,relax,44,136806
136857,relax,38,136857
136908,relax,47,136908
136958,relax,38,136958
137009,relax,40,137009
137059,relax,34,137059
137110,relax,34,137110
137162,relax,14,137162
137212,relax,3,137212
137263,relax,1,137263
137313,relax,5,137313
137364,relax,1,137364
137415,relax,1,137415
137466,relax,0,137466
137516,relax,0,137516
137567,relax,1,137567
137617,relax,0,137617
137669,relax,0,137669
137719,relax,0,137719
137770,relax,0,137770
137820,relax,0,137820
137871,relax,0,137871
137921,relax,0,137921
137973,relax,0,137973
138023,relax,0,138023
138074,relax,0,138074
138124,relax,0,138124
138175,relax,0,138175
138226,relax,0,138226
138277,relax,0,138277
138327,relax,3,138327
138378,relax,0,138378
138428,relax,0,138428
138480,relax,0,138480
138530,relax,0,138530
138581,relax,0,138581
138631,relax,0,138631
138682,relax,0,138682
138732,relax,0,138732
138784,relax,0,138784
138834,relax,0,138834
138884,relax,0,138884
138935,relax,0,138935
138985,relax,0,138985
139037,relax,0,139037
139087,relax,0,139087
139138,relax,0,139138
139188,relax,0,139188
139239,relax,0,139239
139290,relax,0,139290
139341,relax,0,139341
139391,relax,0,139391
139442,relax,0,139442
139492,relax,0,139492
139543,relax,0,139543
139594,relax,0,139594
139645,relax,0,139645
139695,relax,1,139695
139746,relax,1,139746
139796,relax,1,139796
139848,relax,2,139848
139898,relax,8,139898
139949,relax,22,139949
140000,relax,43,140000
140050,relax,48,140050
140102,relax,60,140102
140152,relax,70,140152
140203,relax,79,140203
140253,relax,89,140253
140304,relax,98,140304
140354,relax,105,140354
140406,relax,113,140406
140457,relax,116,140457
140507,relax,122,140507
140558,relax,123,140558
140609,relax,128,140609
140660,relax,128,140660
140711,relax,131,140711
140761,relax,129,140761
140812,relax,131,140812
140863,relax,131,140863
140914,relax,136,140914
140965,relax,131,140965
141015,relax,137,141015
141066,relax,128,141066
141117,relax,125,141117
141168,relax,125,141168
141219,relax,123,141219
141270,relax,123,141270
141320,relax,120,141320
141371,relax,119,141371
141421,relax,116,141421
141473,relax,113,141473
141524,relax,109,141524
141574,relax,104,141574
141625,relax,103,141625
141675,relax,97,141675
141727,relax,91,141727
141778,relax,89,141778
141828,relax,90,141828
141879,relax,85,141879
141929,relax,84,141929
141981,relax,80,141981
142031,relax,77,142031
142082,relax,71,142082
142132,relax,60,142132
142183,relax,46,142183
142235,relax,29,142235
142285,relax,16,142285
142336,relax,6,142336
142386,relax,5,142386
142437,relax,1,142437
142487,relax,1,142487
142539,relax,0,142539
142589,relax,0,142589
142640,relax,0,142640
142690,relax,0,142690
142741,relax,1,142741
142792,relax,0,142792
142843,relax,0,142843
142893,relax,0,142893
142944,relax,0,142944
142994,relax,0,142994
143046,relax,0,143046
143096,relax,0,143096
143147,relax,0,143147
143197,relax,0,143197
143248,relax,0,143248
143298,relax,0,143298
143350,relax,0,143350
143400,relax,0,143400
143451,relax,0,143451
143501,relax,0,143501
143552,relax,0,143552
143603,relax,0,143603
143654,relax,0,143654
143704,relax,0,143704
143755,relax,0,143755
143805,relax,0,143805
143857,relax,0,143857
143907,relax,0,143907
143958,relax,0,143958
144008,relax,0,144008
144059,relax,0,144059
144109,relax,0,144109
144161,relax,0,144161
144211,relax,0,144211
144262,relax,0,144262
144312,relax,5,144312
144363,relax,0,144363
144414,relax,1,144414
144465,relax,1,144465
144515,relax,1,144515
144566,relax,3,144566
144616,relax,11,144616
144668,relax,29,144668
144718,relax,42,144718
144769,relax,57,144769
144819,relax,70,144819
144870,relax,83,144870
144922,relax,95,144922
144972,relax,106,144972
145023,relax,111,145023
145073,relax,121,145073
145124,relax,128,145124
145175,relax,132,145175
145226,relax,139,145226
145277,relax,140,145277
145327,relax,143,145327
145378,relax,146,145378
145429,relax,149,145429
145480,relax,149,145480
145531,relax,149,145531
145581,relax,150,145581
145632,relax,150,145632
145683,relax,150,145683
145734,relax,148,145734
145785,relax,148,145785
145836,relax,142,145836
145886,relax,139,145886
145937,relax,139,145937
145988,relax,135,145988
146039,relax,131,146039
146090,relax,128,146090
146140,relax,123,146140
146191,relax,121,146191
146241,relax,118,146241
146293,relax,115,146293
146344,relax,115,146344
146394,relax,108,146394
146445,relax,104,146445
146495,relax,99,146495
146547,relax,94,146547
146598,relax,88,146598
146648,relax,85,146648
146699,relax,80,146699
146749,relax,76,146749
146801,relax,76,146801
146851,relax,67,146851
146902,relax,65,146902
146953,relax,60,146953
147003,relax,59,147003
147055,relax,57,147055
147105,relax,55,147105
147156,relax,51,147156
147206,relax,52,147206
147257,relax,48,147257
147307,relax,39,147307
147359,relax,43,147359
147410,relax,41,147410
147460,relax,42,147460
147511,relax,38,147511
147561,relax,37,147561
147613,relax,33,147613
147663,relax,28,147663
147714,relax,18,147714
147764,relax,5,147764
147815,relax,2,147815
147866,relax,1,147866
147917,relax,0,147917
147968,relax,0,147968
148018,relax,0,148018
148068,relax,0,148068
148119,relax,0,148119
148170,relax,0,148170
148221,relax,0,148221
148271,relax,0,148271
148322,relax,0,148322
148372,relax,0,148372
148424,relax,0,148424
148474,relax,0,148474
148525,relax,4,148525
148575,relax,0,148575
148626,relax,0,148626
148677,relax,0,148677
148728,relax,0,148728
148778,relax,0,148778
148829,relax,0,148829
148879,relax,0,148879
148930,relax,0,148930
148981,relax,0,148981
149032,relax,0,149032
149082,relax,0,149082
149133,relax,0,149133
149183,relax,7,149183
149235,relax,0,149235
149285,relax,0,149285
149336,relax,0,149336
149386,relax,0,149386
149437,relax,0,149437
149488,relax,0,149488
149539,relax,0,149539
149589,relax,2,149589
149640,relax,2,149640
149690,relax,9,149690
149741,relax,19,149741
149793,relax,31,149793
149843,relax,43,149843
149894,relax,50,149894
149944,relax,60,149944
149995,relax,66,149995
150046,relax,72,150046
150097,relax,78,150097
150147,relax,84,150147
150198,relax,87,150198
150249,relax,87,150249
150300,relax,94,150300
150351,relax,95,150351
150401,relax,97,150401
150452,relax,96,150452
150502,relax,99,150502
150554,relax,97,150554
150604,relax,100,150604
150655,relax,97,150655
150706,relax,103,150706
150756,relax,98,150756
150807,relax,98,150807
150858,relax,95,150858
150909,relax,94,150909
150960,relax,93,150960
151010,relax,89,151010
151061,relax,86,151061
151112,relax,81,151112
151163,relax,80,151163
151213,relax,74,151213
151264,relax,72,151264
151314,relax,68,151314
151366,relax,65,151366
151417,relax,64,151417
151467,relax,59,151467
151518,relax,59,151518
151568,relax,56,151568
151620,relax,56,151620
151670,relax,52,151670
151721,relax,52,151721
151771,relax,48,151771
151822,relax,55,151822
151873,relax,45,151873
151924,relax,44,151924
151975,relax,42,151975
152025,relax,41,152025
152076,relax,40,152076
152126,relax,38,152126
152178,relax,36,152178
152229,relax,31,152229
152279,relax,25,152279
152330,relax,16,152330
152380,relax,8,152380
152432,relax,5,152432
152482,relax,1,152482
152533,relax,0,152533
152583,relax,1,152583
152634,relax,0,152634
152684,relax,0,152684
152736,relax,0,152736
152786,relax,0,152786
152837,relax,0,152837
152887,relax,0,152887
152938,relax,0,152938
152989,relax,0,152989
153040,relax,0,153040
153090,relax,0,153090
153141,relax,0,153141
153191,relax,0,153191
153243,relax,0,153243
153293,relax,5,153293
153344,relax,0,153344
153394,relax,0,153394
153445,relax,0,153445
153495,relax,9,153495
153547,relax,0,153547
153597,relax,0,153597
153648,relax,0,153648
153698,relax,0,153698
153749,relax,0,153749
153800,relax,0,153800
153851,relax,0,153851
153901,relax,0,153901
153952,relax,0,153952
154002,relax,0,154002
154054,relax,0,154054
154104,relax,0,154104
154155,relax,0,154155
154205,relax,0,154205
154256,relax,0,154256
154306,relax,0,154306
154358,relax,0,154358
154408,relax,1,154408
154459,relax,2,154459
154509,relax,3,154509
154560,relax,16,154560
154611,relax,24,154611
154662,relax,33,154662
154712,relax,42,154712
154763,relax,52,154763
154813,relax,57,154813
154865,relax,66,154865
154916,relax,72,154916
154966,relax,78,154966
155017,relax,83,155017
155067,relax,88,155067
155119,relax,93,155119
155169,relax,96,155169
155220,relax,100,155220
155271,relax,100,155271
155321,relax,103,155321
155372,relax,103,155372
155423,relax,105,155423
155474,relax,105,155474
155525,relax,103,155525
155575,relax,104,155575
155626,relax,106,155626
155677,relax,105,155677
155728,relax,104,155728
155779,relax,105,155779
155829,relax,103,155829
155880,relax,102,155880
155932,relax,99,155932
155982,relax,100,155982
156033,relax,96,156033
156083,relax,94,156083
156134,relax,90,156134
156185,relax,93,156185
156236,relax,84,156236
156286,relax,80,156286
156337,relax,78,156337
156388,relax,75,156388
156438,relax,73,156438
156490,relax,69,156490
156540,relax,67,156540
156591,relax,61,156591
156641,relax,61,156641
156692,relax,56,156692
156744,relax,51,156744
156794,relax,54,156794
156845,relax,50,156845
156895,relax,48,156895
156946,relax,46,156946
156997,relax,45,156997
157048,relax,41,157048
157098,relax,41,157098
157149,relax,35,157149
157200,relax,38,157200
157250,relax,29,157250
157302,relax,26,157302
157352,relax,13,157352
157403,relax,8,157403
157453,relax,3,157453
157504,relax,2,157504
157555,relax,1,157555
157606,relax,0,157606
157656,relax,0,157656
157707,relax,0,157707
157757,relax,0,157757
157809,relax,0,157809
157859,relax,0,157859
157910,relax,0,157910
157960,relax,0,157960
158011,relax,0,158011
158061,relax,0,158061
158113,relax,0,158113
158163,relax,0,158163
158214,relax,0,158214
158264,relax,0,158264
158315,relax,0,158315
158366,relax,0,158366
158417,relax,0,158417
158467,relax,0,158467
158518,relax,0,158518
158568,relax,0,158568
158620,relax,0,158620
158670,relax,0,158670
158721,relax,0,158721
158771,relax,0,158771
158822,relax,0,158822
158873,relax,0,158873
158924,relax,0,158924
158974,relax,1,158974
159025,relax,1,159025
159075,relax,1,159075
159126,relax,2,159126
159177,relax,7,159177
159228,relax,16,159228
159278,relax,27,159278
159329,relax,35,159329
159379,relax,48,159379
159431,relax,48,159431
159482,relax,55,159482
159532,relax,59,159532
159583,relax,63,159583
159633,relax,67,159633
159685,relax,71,159685
159735,relax,73,159735
159786,relax,73,159786
159837,relax,76,159837
159887,relax,80,159887
159938,relax,79,159938
159989,relax,78,159989
160040,relax,75,160040
160090,relax,77,160090
160141,relax,78,160141
160191,relax,78,160191
160243,relax,79,160243
160294,relax,79,160294
160344,relax,76,160344
160395,relax,71,160395
160445,relax,70,160445
160497,relax,67,160497
160547,relax,63,160547
160598,relax,59,160598
160648,relax,57,160648
160699,relax,57,160699
160751,relax,51,160751
160801,relax,50,160801
160852,relax,47,160852
160902,relax,46,160902
160953,relax,45,160953
161003,relax,43,161003
161055,relax,43,161055
161106,relax,40,161106
161156,relax,39,161156
161207,relax,33,161207
161257,relax,29,161257
161309,relax,28,161309
161359,relax,28,161359
161410,relax,26,161410
161460,relax,26,161460
161511,relax,23,161511
161563,relax,22,161563
161613,relax,15,161613
161664,relax,11,161664
161714,relax,6,161714
161765,relax,13,161765
161815,relax,1,161815
161867,relax,1,161867
161917,relax,1,161917
161968,relax,0,161968
162018,relax,0,162018
162069,relax,0,162069
162120,relax,0,162120
162171,relax,0,162171
162221,relax,0,162221
162272,relax,0,162272
162322,relax,0,162322
162374,relax,0,162374
162424,relax,0,162424
162475,relax,0,162475
162525,relax,0,162525
162576,relax,0,162576
162626,relax,0,162626
162678,relax,0,162678
162728,relax,0,162728
162779,relax,0,162779
162829,relax,0,162829
162880,relax,0,162880
162931,relax,0,162931
162982,relax,0,162982
163032,relax,7,163032
163083,relax,0,163083
163133,relax,0,163133
163185,relax,0,163185
163235,relax,0,163235
163286,relax,0,163286
163336,relax,0,163336
163387,relax,1,163387
163437,relax,3,163437
163489,relax,7,163489
163539,relax,19,163539
163590,relax,27,163590
163640,relax,35,163640
163691,relax,45,163691
163742,relax,49,163742
163793,relax,54,163793
163844,relax,59,163844
163894,relax,66,163894
163945,relax,69,163945
163996,relax,74,163996
164047,relax,74,164047
164097,relax,76,164097
164148,relax,76,164148
164199,relax,79,164199
164250,relax,79,164250
164301,relax,81,164301
164351,relax,82,164351
164402,relax,82,164402
164452,relax,79,164452
164503,relax,80,164503
164554,relax,82,164554
164605,relax,79,164605
164656,relax,78,164656
164706,relax,71,164706
164757,relax,76,164757
164808,relax,66,164808
164859,relax,64,164859
164909,relax,60,164909
164960,relax,58,164960
165010,relax,62,165010
165062,relax,53,165062
165113,relax,51,165113
165163,relax,48,165163
165214,relax,48,165214
165264,relax,46,165264
165316,relax,50,165316
165366,relax,31,165366
165417,relax,22,165417
165468,relax,12,165468
165518,relax,4,165518
165569,relax,1,165569
165620,relax,0,165620
165671,relax,9,165671
165721,relax,0,165721
165772,relax,0,165772
165822,relax,0,165822
165874,relax,2,165874
165924,relax,0,165924
165975,relax,0,165975
166025,relax,0,166025
166076,relax,3,166076
166127,relax,0,166127
166178,relax,0,166178
166228,relax,0,166228
166279,relax,0,166279
166329,relax,0,166329
166380,relax,0,166380
166431,relax,0,166431
166482,relax,0,166482
166532,relax,0,166532
166583,relax,0,166583
166633,relax,0,166633
166685,relax,0,166685
166735,relax,1,166735
166786,relax,0,166786
166836,relax,0,166836
166887,relax,0,166887
166938,relax,0,166938
166989,relax,1,166989
167039,relax,0,167039
167090,relax,0,167090
167140,relax,0,167140
167191,relax,0,167191
167242,relax,0,167242
167293,relax,0,167293
167343,relax,0,167343
167394,relax,0,167394
167444,relax,0,167444
167495,relax,2,167495
167546,relax,2,167546
167597,relax,14,167597
167647,relax,25,167647
167698,relax,37,167698
167749,relax,48,167749
167800,relax,60,167800
167850,relax,67,167850
167901,relax,77,167901
167951,relax,86,167951
168002,relax,91,168002
168054,relax,96,168054
168104,relax,110,168104
168155,relax,105,168155
168205,relax,107,168205
168256,relax,113,168256
168308,relax,113,168308
168358,relax,115,168358
168409,relax,115,168409
168459,relax,117,168459
168510,relax,116,168510
168562,relax,116,168562
168612,relax,116,168612
168663,relax,113,168663
168713,relax,114,168713
168764,relax,110,168764
168816,relax,110,168816
168866,relax,107,168866
168917,relax,105,168917
168968,relax,103,168968
169018,relax,102,169018
169069,relax,99,169069
169120,relax,94,169120
169171,relax,90,169171
169221,relax,85,169221
169272,relax,81,169272
169323,relax,74,169323
169374,relax,72,169374
169425,relax,66,169425
169475,relax,64,169475
169526,relax,59,169526
169576,relax,57,169576
169628,relax,54,169628
169678,relax,52,169678
169729,relax,49,169729
169780,relax,47,169780
169830,relax,43,169830
169882,relax,41,169882
169932,relax,39,169932
169983,relax,37,169983
170033,relax,36,170033
170084,relax,34,170084
170134,relax,36,170134
170186,relax,30,170186
170237,relax,26,170237
170287,relax,24,170287
170338,relax,8,170338
170388,relax,2,170388
170440,relax,1,170440
170490,relax,1,170490
170541,relax,1,170541
170591,relax,0,170591
170642,relax,0,170642
170693,relax,0,170693
170744,relax,1,170744
170794,relax,0,170794
170845,relax,0,170845
170895,relax,0,170895
170946,relax,0,170946
170997,relax,0,170997
171048,relax,0,171048
171098,relax,0,171098
171149,relax,0,171149
171199,relax,0,171199
171251,relax,0,171251
171301,relax,0,171301
171352,relax,0,171352
171402,relax,0,171402
171453,relax,0,171453
171504,relax,0,171504
171555,relax,0,171555
171605,relax,0,171605
171656,relax,0,171656
171706,relax,0,171706
171757,relax,0,171757
171808,relax,0,171808
171859,relax,0,171859
171909,relax,0,171909
171960,relax,0,171960
172010,relax,0,172010
172062,relax,0,172062
172112,relax,0,172112
172163,relax,1,172163
172213,relax,1,172213
172264,relax,5,172264
172315,relax,15,172315
172366,relax,24,172366
172416,relax,35,172416
172467,relax,52,172467
172517,relax,53,172517
172569,relax,59,172569
172620,relax,65,172620
172670,relax,70,172670
172721,relax,74,172721
172771,relax,78,172771
172822,relax,80,172822
172873,relax,83,172873
172924,relax,82,172924
172974,relax,86,172974
173025,relax,86,173025
173076,relax,89,173076
173127,relax,87,173127
173178,relax,88,173178
173228,relax,87,173228
173279,relax,87,173279
173329,relax,88,173329
173381,relax,88,173381
173431,relax,89,173431
173482,relax,88,173482
173533,relax,89,173533
173583,relax,88,173583
173634,relax,90,173634
173685,relax,88,173685
173736,relax,89,173736
173786,relax,87,173786
173837,relax,86,173837
173888,relax,81,173888
173939,relax,80,173939
173990,relax,74,173990
174040,relax,67,174040
174091,relax,63,174091
174141,relax,61,174141
174193,relax,58,174193
174243,relax,54,174243
174294,relax,52,174294
174345,relax,47,174345
174395,relax,46,174395
174447,relax,48,174447
174497,relax,41,174497
174548,relax,30,174548
174598,relax,18,174598
174649,relax,6,174649
174699,relax,2,174699
174751,relax,9,174751
174801,relax,2,174801
174852,relax,4,174852
174902,relax,0,174902
174953,relax,0,174953
175004,relax,0,175004
175055,relax,0,175055
175105,relax,3,175105
175156,relax,0,175156
175206,relax,0,175206
175258,relax,0,175258
175308,relax,0,175308
175359,relax,0,175359
175409,relax,0,175409
175460,relax,0,175460
175510,relax,0,175510
175562,relax,0,175562
175612,relax,0,175612
175663,relax,0,175663
175713,relax,0,175713
175764,relax,0,175764
175815,relax,0,175815
175866,relax,8,175866
175916,relax,0,175916
175967,relax,0,175967
176017,relax,0,176017
176069,relax,2,176069
176119,relax,0,176119
176170,relax,0,176170
176220,relax,2,176220
176271,relax,0,176271
176321,relax,1,176321
176373,relax,1,176373
176423,relax,3,176423
176474,relax,17,176474
176525,relax,28,176525
176575,relax,40,176575
176627,relax,50,176627
176677,relax,60,176677
176728,relax,69,176728
176778,relax,76,176778
176829,relax,82,176829
176880,relax,88,176880
176931,relax,93,176931
176982,relax,95,176982
177032,relax,99,177032
177083,relax,101,177083
177133,relax,103,177133
177185,relax,102,177185
177236,relax,104,177236
177286,relax,99,177286
177337,relax,103,177337
177387,relax,103,177387
177439,relax,102,177439
177490,relax,97,177490
177540,relax,94,177540
177591,relax,96,177591
177641,relax,88,177641
177693,relax,85,177693
177743,relax,78,177743
177794,relax,75,177794
177844,relax,69,177844
177895,relax,66,177895
177947,relax,61,177947
177997,relax,59,177997
178048,relax,55,178048
178098,relax,53,178098
178149,relax,51,178149
178199,relax,46,178199
178251,relax,44,178251
178302,relax,43,178302
178352,relax,44,178352
178403,relax,40,178403
178453,relax,38,178453
178505,relax,28,178505
178555,relax,19,178555
178606,relax,5,178606
178656,relax,1,178656
178707,relax,4,178707
178758,relax,1,178758
178809,relax,2,178809
178859,relax,0,178859
178910,relax,0,178910
178960,relax,0,178960
179012,relax,0,179012
179062,relax,0,179062
179113,relax,0,179113
179163,relax,0,179163
179214,relax,0,179214
179264,relax,0,179264
179316,relax,0,179316
179366,relax,0,179366
179417,relax,0,179417
179467,relax,0,179467
179518,relax,0,179518
179569,relax,0,179569
179620,relax,0,179620
180000,stairs,0,0
180051,stairs,0,51
180101,stairs,0,101
180151,stairs,0,151
180203,stairs,4,203
180253,stairs,0,253
180303,stairs,0,303
180354,stairs,0,354
180404,stairs,0,404
180456,stairs,6,456
180506,stairs,0,506
180556,stairs,0,556
180607,stairs,0,607
180657,stairs,0,657
180708,stairs,2,708
180759,stairs,0,759
180809,stairs,0,809
180859,stairs,0,859
180910,stairs,2,910
180960,stairs,31,960
181012,stairs,62,1012
181062,stairs,83,1062
181113,stairs,106,1113
181163,stairs,124,1163
181214,stairs,138,1214
181265,stairs,149,1265
181316,stairs,154,1316
181366,stairs,168,1366
181417,stairs,180,1417
181467,stairs,186,1467
181519,stairs,182,1519
181569,stairs,152,1569
181620,stairs,106,1620
181670,stairs,63,1670
181721,stairs,19,1721
181771,stairs,1,1771
181823,stairs,0,1823
181873,stairs,0,1873
181923,stairs,0,1923
181974,stairs,0,1974
182024,stairs,0,2024
182076,stairs,0,2076
182126,stairs,0,2126
182177,stairs,0,2177
182227,stairs,0,2227
182277,stairs,0,2277
182329,stairs,0,2329
182379,stairs,0,2379
182430,stairs,0,2430
182480,stairs,0,2480
182530,stairs,0,2530
182581,stairs,0,2581
182632,stairs,2,2632
182683,stairs,0,2683
182733,stairs,0,2733
182783,stairs,0,2783
182834,stairs,0,2834
182885,stairs,0,2885
182936,stairs,0,2936
182986,stairs,0,2986
183036,stairs,0,3036
183087,stairs,1,3087
183137,stairs,15,3137
183189,stairs,43,3189
183239,stairs,67,3239
183290,stairs,90,3290
183340,stairs,108,3340
183391,stairs,127,3391
183442,stairs,144,3442
183493,stairs,154,3493
183543,stairs,163,3543
183594,stairs,169,3594
183644,stairs,169,3644
183696,stairs,152,3696
183746,stairs,106,3746
183797,stairs,49,3797
183847,stairs,14,3847
183898,stairs,1,3898
183948,stairs,1,3948
184000,stairs,0,4000
184050,stairs,0,4050
184100,stairs,0,4100
184151,stairs,0,4151
184201,stairs,0,4201
184253,stairs,0,4253
184303,stairs,0,4303
184354,stairs,0,4354
184404,stairs,0,4404
184454,stairs,1,4454
184506,stairs,20,4506
184556,stairs,45,4556
184607,stairs,61,4607
184657,stairs,79,4657
184708,stairs,95,4708
184758,stairs,109,4758
184810,stairs,124,4810
184860,stairs,140,4860
184911,stairs,152,4911
184961,stairs,161,4961
