session_timestamp_ms,phase,airflow_raw,timestamp_ms
292676,stairs,6,112676
292726,stairs,8,112726
292777,stairs,9,112777
292827,stairs,22,112827
292879,stairs,51,112879
292929,stairs,76,112929
292980,stairs,101,112980
293030,stairs,123,113030
293081,stairs,137,113081
293132,stairs,128,113132
293183,stairs,82,113183
293234,stairs,32,113234
293284,stairs,9,113284
293335,stairs,9,113335
293385,stairs,8,113385
293437,stairs,6,113437
293487,stairs,6,113487
293538,stairs,5,113538
293589,stairs,3,113589
293639,stairs,5,113639
293691,stairs,5,113691
293741,stairs,6,113741
293792,stairs,7,113792
293842,stairs,9,113842
293893,stairs,11,113893
293943,stairs,31,113943
293995,stairs,53,113995
294045,stairs,74,114045
294096,stairs,96,114096
294146,stairs,117,114146
294197,stairs,139,114197
294249,stairs,149,114249
294299,stairs,156,114299
294350,stairs,157,114350
294400,stairs,119,114400
294451,stairs,68,114451
294503,stairs,27,114503
294553,stairs,9,114553
294604,stairs,7,114604
294654,stairs,7,114654
294705,stairs,6,114705
294756,stairs,6,114756
294807,stairs,6,114807
294857,stairs,6,114857
294908,stairs,6,114908
294958,stairs,7,114958
295009,stairs,5,115009
295060,stairs,6,115060
295111,stairs,6,115111
295161,stairs,7,115161
295212,stairs,6,115212
295262,stairs,5,115262
295314,stairs,6,115314
295364,stairs,7,115364
295415,stairs,6,115415
295465,stairs,7,115465
295516,stairs,8,115516
295567,stairs,7,115567
295618,stairs,9,115618
295668,stairs,44,115668
295719,stairs,84,115719
295770,stairs,122,115770
295820,stairs,152,115820
295872,stairs,177,115872
295922,stairs,198,115922
295973,stairs,214,115973
296024,stairs,225,116024
296074,stairs,224,116074
296126,stairs,186,116126
296177,stairs,124,116177
296227,stairs,71,116227
296278,stairs,28,116278
296328,stairs,10,116328
296380,stairs,7,116380
296430,stairs,7,116430
296481,stairs,7,116481
296531,stairs,6,116531
296582,stairs,3,116582
296633,stairs,5,116633
296684,stairs,6,116684
296734,stairs,6,116734
296785,stairs,7,116785
296835,stairs,10,116835
296886,stairs,47,116886
296938,stairs,84,116938
296988,stairs,106,116988
297039,stairs,127,117039
297089,stairs,146,117089
297140,stairs,163,117140
297192,stairs,176,117192
297242,stairs,183,117242
297293,stairs,184,117293
297343,stairs,148,117343
297394,stairs,97,117394
297446,stairs,53,117446
297496,stairs,20,117496
297547,stairs,9,117547
297597,stairs,7,117597
297648,stairs,6,117648
297698,stairs,7,117698
297750,stairs,7,117750
297800,stairs,6,117800
297851,stairs,6,117851
297901,stairs,11,117901
297952,stairs,7,117952
298003,stairs,9,118003
298054,stairs,11,118054
298104,stairs,39,118104
298155,stairs,69,118155
298206,stairs,89,118206
298257,stairs,107,118257
298308,stairs,124,118308
298358,stairs,131,118358
298409,stairs,118,118409
298460,stairs,79,118460
298511,stairs,35,118511
298562,stairs,10,118562
298612,stairs,7,118612
298663,stairs,7,118663
298713,stairs,8,118713
298764,stairs,7,118764
298815,stairs,7,118815
298866,stairs,8,118866
298916,stairs,7,118916
298967,stairs,6,118967
299017,stairs,5,119017
299069,stairs,16,119069
299119,stairs,10,119119
299170,stairs,11,119170
299221,stairs,43,119221
299271,stairs,66,119271
299323,stairs,88,119323
299373,stairs,110,119373
299424,stairs,116,119424
299474,stairs,124,119474
299525,stairs,131,119525
299577,stairs,143,119577
299627,stairs,122,119627
299678,stairs,85,119678
299728,stairs,39,119728
299779,stairs,10,119779
299830,stairs,10,119830
299881,stairs,8,119881
299932,stairs,13,119932
299982,stairs,7,119982
300033,stairs,9,120033
300083,stairs,6,120083
300135,stairs,7,120135
300185,stairs,7,120185
300236,stairs,14,120236
300286,stairs,8,120286
300337,stairs,16,120337
300388,stairs,44,120388
300439,stairs,72,120439
300489,stairs,99,120489
300540,stairs,111,120540
300591,stairs,124,120591
300641,stairs,138,120641
300693,stairs,150,120693
300744,stairs,157,120744
300794,stairs,137,120794
300845,stairs,89,120845
300895,stairs,42,120895
300947,stairs,11,120947
300997,stairs,8,120997
301048,stairs,6,121048
301098,stairs,5,121098
301149,stairs,6,121149
301200,stairs,7,121200
301251,stairs,7,121251
301302,stairs,7,121302
301352,stairs,7,121352
301403,stairs,7,121403
301453,stairs,7,121453
301505,stairs,13,121505
301555,stairs,10,121555
301606,stairs,19,121606
301656,stairs,55,121656
301707,stairs,84,121707
301758,stairs,109,121758
301809,stairs,130,121809
301860,stairs,145,121860
301910,stairs,154,121910
301961,stairs,152,121961
302012,stairs,129,122012
302063,stairs,69,122063
302114,stairs,15,122114
302164,stairs,11,122164
302215,stairs,8,122215
302266,stairs,7,122266
302317,stairs,6,122317
302367,stairs,6,122367
302418,stairs,7,122418
302468,stairs,7,122468
302519,stairs,5,122519
302570,stairs,8,122570
302621,stairs,6,122621
302671,stairs,8,122671
302722,stairs,10,122722
302772,stairs,43,122772
302824,stairs,71,122824
302875,stairs,100,122875
302925,stairs,121,122925
302976,stairs,138,122976
303026,stairs,149,123026
303078,stairs,151,123078
303129,stairs,155,123129
303179,stairs,150,123179
303230,stairs,123,123230
303280,stairs,92,123280
303332,stairs,48,123332
303383,stairs,13,123383
303433,stairs,9,123433
303484,stairs,13,123484
303534,stairs,15,123534
303585,stairs,8,123585
303636,stairs,7,123636
303687,stairs,7,123687
303737,stairs,7,123737
303788,stairs,8,123788
303838,stairs,10,123838
303890,stairs,42,123890
303940,stairs,64,123940
303991,stairs,87,123991
304042,stairs,109,124042
304092,stairs,122,124092
304144,stairs,123,124144
304194,stairs,119,124194
304245,stairs,94,124245
304296,stairs,48,124296
304346,stairs,12,124346
304397,stairs,9,124397
304448,stairs,10,124448
304499,stairs,7,124499
304549,stairs,7,124549
304600,stairs,7,124600
304650,stairs,7,124650
304702,stairs,7,124702
304752,stairs,7,124752
304803,stairs,7,124803
304853,stairs,7,124853
304904,stairs,7,124904
304955,stairs,8,124955
305006,stairs,11,125006
305056,stairs,38,125056
305107,stairs,78,125107
305158,stairs,108,125158
305209,stairs,126,125209
305260,stairs,126,125260
305310,stairs,119,125310
305361,stairs,124,125361
305412,stairs,121,125412
305462,stairs,76,125462
305514,stairs,32,125514
305564,stairs,10,125564
305615,stairs,9,125615
305665,stairs,7,125665
305716,stairs,8,125716
305767,stairs,7,125767
305818,stairs,7,125818
305868,stairs,8,125868
305919,stairs,7,125919
305969,stairs,7,125969
306021,stairs,12,126021
306072,stairs,10,126072
306122,stairs,14,126122
306173,stairs,12,126173
306223,stairs,32,126223
306274,stairs,47,126274
306325,stairs,67,126325
306376,stairs,91,126376
306426,stairs,110,126426
306477,stairs,129,126477
306528,stairs,127,126528
306579,stairs,78,126579
306630,stairs,30,126630
306680,stairs,10,126680
306731,stairs,10,126731
306782,stairs,8,126782
306833,stairs,8,126833
306884,stairs,8,126884
306934,stairs,9,126934
306985,stairs,7,126985
307035,stairs,9,127035
307087,stairs,9,127087
307137,stairs,9,127137
307188,stairs,9,127188
307238,stairs,25,127238
307289,stairs,63,127289
307339,stairs,96,127339
307391,stairs,119,127391
307441,stairs,144,127441
307492,stairs,162,127492
307543,stairs,171,127543
307593,stairs,171,127593
307645,stairs,149,127645
307696,stairs,86,127696
307746,stairs,37,127746
307797,stairs,12,127797
307847,stairs,10,127847
307899,stairs,8,127899
307949,stairs,16,127949
308000,stairs,7,128000
308050,stairs,8,128050
308101,stairs,8,128101
308151,stairs,7,128151
308203,stairs,8,128203
308253,stairs,8,128253
308304,stairs,9,128304
308354,stairs,11,128354
308405,stairs,39,128405
308457,stairs,70,128457
308507,stairs,97,128507
308558,stairs,118,128558
308608,stairs,133,128608
308659,stairs,149,128659
308710,stairs,152,128710
308761,stairs,135,128761
308812,stairs,79,128812
308862,stairs,28,128862
308913,stairs,11,128913
308964,stairs,9,128964
309015,stairs,7,129015
309065,stairs,9,129065
309116,stairs,7,129116
309166,stairs,7,129166
309217,stairs,8,129217
309268,stairs,6,129268
309319,stairs,7,129319
309369,stairs,8,129369
309420,stairs,10,129420
309471,stairs,16,129471
309522,stairs,57,129522
309573,stairs,94,129573
309623,stairs,122,129623
309674,stairs,144,129674
309724,stairs,161,129724
309776,stairs,166,129776
309827,stairs,168,129827
309877,stairs,165,129877
309928,stairs,134,129928
309978,stairs,97,129978
310029,stairs,56,130029
310081,stairs,15,130081
310131,stairs,10,130131
310182,stairs,9,130182
310232,stairs,8,130232
310283,stairs,8,130283
310334,stairs,8,130334
310385,stairs,12,130385
310435,stairs,7,130435
310486,stairs,7,130486
310536,stairs,15,130536
310588,stairs,34,130588
310638,stairs,64,130638
310689,stairs,95,130689
310740,stairs,135,130740
310790,stairs,151,130790
310842,stairs,158,130842
310892,stairs,157,130892
310943,stairs,147,130943
310994,stairs,115,130994
311044,stairs,60,131044
311095,stairs,24,131095
311146,stairs,11,131146
311197,stairs,10,131197
311247,stairs,11,131247
311298,stairs,8,131298
311349,stairs,8,131349
311400,stairs,7,131400
311451,stairs,8,131451
311501,stairs,7,131501
311552,stairs,8,131552
311602,stairs,8,131602
311654,stairs,8,131654
311704,stairs,11,131704
311755,stairs,33,131755
311805,stairs,63,131805
311856,stairs,86,131856
311906,stairs,103,131906
311958,stairs,117,131958
312009,stairs,126,132009
312059,stairs,129,132059
312110,stairs,87,132110
312160,stairs,46,132160
312212,stairs,14,132212
312263,stairs,10,132263
312313,stairs,10,132313
312364,stairs,7,132364
312414,stairs,7,132414
312466,stairs,8,132466
312516,stairs,8,132516
312567,stairs,8,132567
312617,stairs,7,132617
312668,stairs,7,132668
312719,stairs,8,132719
312770,stairs,9,132770
312820,stairs,10,132820
312871,stairs,35,132871
312921,stairs,65,132921
312972,stairs,89,132972
313023,stairs,110,133023
313074,stairs,129,133074
313125,stairs,144,133125
313175,stairs,156,133175
313226,stairs,164,133226
313278,stairs,161,133278
313328,stairs,129,133328
313379,stairs,87,133379
313429,stairs,35,133429
313480,stairs,11,133480
313531,stairs,10,133531
313582,stairs,8,133582
313633,stairs,9,133633
313683,stairs,7,133683
313734,stairs,10,133734
313785,stairs,8,133785
313836,stairs,8,133836
313886,stairs,8,133886
313937,stairs,9,133937
313987,stairs,10,133987
314038,stairs,18,134038
314089,stairs,53,134089
314140,stairs,79,134140
314190,stairs,107,134190
314241,stairs,131,134241
314292,stairs,151,134292
314343,stairs,170,134343
314394,stairs,214,134394
314444,stairs,205,134444
314495,stairs,132,134495
314546,stairs,67,134546
314597,stairs,19,134597
314648,stairs,11,134648
314698,stairs,9,134698
314749,stairs,8,134749
314799,stairs,8,134799
314850,stairs,9,134850
314901,stairs,9,134901
314952,stairs,14,134952
315002,stairs,8,135002
315053,stairs,10,135053
315104,stairs,9,135104
315155,stairs,16,135155
315206,stairs,50,135206
315256,stairs,82,135256
315307,stairs,106,135307
315357,stairs,120,135357
315409,stairs,126,135409
315460,stairs,124,135460
315510,stairs,113,135510
315561,stairs,52,135561
315611,stairs,7,135611
315663,stairs,10,135663
315713,stairs,9,135713
315764,stairs,9,135764
315814,stairs,9,135814
315865,stairs,8,135865
315915,stairs,7,135915
315967,stairs,8,135967
316018,stairs,8,136018
316068,stairs,8,136068
316119,stairs,7,136119
316169,stairs,9,136169
316221,stairs,10,136221
316271,stairs,29,136271
316322,stairs,42,136322
316372,stairs,61,136372
316423,stairs,66,136423
316474,stairs,63,136474
316525,stairs,47,136525
316575,stairs,47,136575
316626,stairs,29,136626
316677,stairs,13,136677
316727,stairs,11,136727
316779,stairs,9,136779
316829,stairs,10,136829
316880,stairs,10,136880
316930,stairs,16,136930
316981,stairs,9,136981
317032,stairs,8,137032
317083,stairs,8,137083
317133,stairs,9,137133
317184,stairs,8,137184
317234,stairs,11,137234
317286,stairs,30,137286
317337,stairs,53,137337
317387,stairs,74,137387
317438,stairs,91,137438
317488,stairs,109,137488
317540,stairs,120,137540
317591,stairs,133,137591
317641,stairs,126,137641
317692,stairs,89,137692
317742,stairs,42,137742
317793,stairs,11,137793
317844,stairs,8,137844
317895,stairs,8,137895
317945,stairs,7,137945
317996,stairs,8,137996
318046,stairs,7,138046
318098,stairs,9,138098
318148,stairs,8,138148
318199,stairs,7,138199
318250,stairs,8,138250
318300,stairs,8,138300
318352,stairs,9,138352
318402,stairs,10,138402
318453,stairs,15,138453
318503,stairs,49,138503
318554,stairs,71,138554
318604,stairs,91,138604
318656,stairs,106,138656
318706,stairs,115,138706
318757,stairs,102,138757
318808,stairs,63,138808
318858,stairs,22,138858
318910,stairs,9,138910
318960,stairs,8,138960
319011,stairs,9,139011
319061,stairs,10,139061
319112,stairs,8,139112
319163,stairs,8,139163
319214,stairs,7,139214
319264,stairs,7,139264
319315,stairs,7,139315
319365,stairs,8,139365
319417,stairs,10,139417
319468,stairs,12,139468
319518,stairs,39,139518
319569,stairs,65,139569
319619,stairs,89,139619
319670,stairs,110,139670
319721,stairs,127,139721
319772,stairs,143,139772
319823,stairs,154,139823
319873,stairs,156,139873
319924,stairs,119,139924
319975,stairs,66,139975
320026,stairs,21,140026
320077,stairs,10,140077
320127,stairs,9,140127
320178,stairs,8,140178
320229,stairs,8,140229
320280,stairs,8,140280
320330,stairs,8,140330
320381,stairs,8,140381
320431,stairs,8,140431
320482,stairs,9,140482
320533,stairs,10,140533
320584,stairs,28,140584
320634,stairs,56,140634
320685,stairs,75,140685
320735,stairs,94,140735
320787,stairs,114,140787
320838,stairs,132,140838
320888,stairs,145,140888
320939,stairs,152,140939
320989,stairs,138,140989
321041,stairs,91,141041
321092,stairs,55,141092
321142,stairs,18,141142
321193,stairs,12,141193
321243,stairs,10,141243
321295,stairs,9,141295
321345,stairs,8,141345
321396,stairs,15,141396
321446,stairs,7,141446
321497,stairs,8,141497
321548,stairs,8,141548
321599,stairs,7,141599
321650,stairs,10,141650
321700,stairs,31,141700
321751,stairs,65,141751
321801,stairs,97,141801
321853,stairs,115,141853
321903,stairs,131,141903
321954,stairs,149,141954
322005,stairs,159,142005
322055,stairs,152,142055
322107,stairs,111,142107
322157,stairs,62,142157
322208,stairs,18,142208
322259,stairs,11,142259
322309,stairs,9,142309
322361,stairs,9,142361
322411,stairs,10,142411
322462,stairs,9,142462
322512,stairs,7,142512
322563,stairs,8,142563
322613,stairs,8,142613
322665,stairs,9,142665
322715,stairs,10,142715
322766,stairs,23,142766
322816,stairs,61,142816
322867,stairs,83,142867
322919,stairs,105,142919
322969,stairs,121,142969
323020,stairs,135,143020
323070,stairs,143,143070
323121,stairs,136,143121
323173,stairs,97,143173
323223,stairs,54,143223
323274,stairs,24,143274
323324,stairs,11,143324
323375,stairs,10,143375
323425,stairs,8,143425
323477,stairs,8,143477
323527,stairs,7,143527
323578,stairs,8,143578
323628,stairs,8,143628
323679,stairs,8,143679
323730,stairs,8,143730
323781,stairs,8,143781
323832,stairs,15,143832
323882,stairs,12,143882
323933,stairs,40,143933
323984,stairs,71,143984
324035,stairs,92,144035
324085,stairs,116,144085
324136,stairs,133,144136
324187,stairs,131,144187
324237,stairs,93,144237
324289,stairs,46,144289
324339,stairs,13,144339
324390,stairs,9,144390
324440,stairs,10,144440
324491,stairs,8,144491
324542,stairs,8,144542
324593,stairs,8,144593
324643,stairs,7,144643
324694,stairs,7,144694
324744,stairs,7,144744
324796,stairs,8,144796
324846,stairs,7,144846
324897,stairs,10,144897
324948,stairs,13,144948
324998,stairs,45,144998
325050,stairs,81,145050
325100,stairs,101,145100
325151,stairs,121,145151
325201,stairs,139,145201
325252,stairs,152,145252
325303,stairs,162,145303
325354,stairs,167,145354
325405,stairs,154,145405
325456,stairs,88,145456
325506,stairs,38,145506
325557,stairs,14,145557
325608,stairs,11,145608
325659,stairs,10,145659
325709,stairs,9,145709
325760,stairs,8,145760
325810,stairs,8,145810
325862,stairs,7,145862
325912,stairs,9,145912
325963,stairs,10,145963
326013,stairs,11,146013
326064,stairs,33,146064
326116,stairs,66,146116
326166,stairs,92,146166
326217,stairs,113,146217
326267,stairs,129,146267
326318,stairs,143,146318
326369,stairs,152,146369
326420,stairs,160,146420
326471,stairs,146,146471
326521,stairs,94,146521
326572,stairs,55,146572
326623,stairs,21,146623
326674,stairs,11,146674
326725,stairs,10,146725
326775,stairs,8,146775
326826,stairs,8,146826
326876,stairs,15,146876
326928,stairs,7,146928
326978,stairs,8,146978
327029,stairs,8,147029
327079,stairs,9,147079
327130,stairs,10,147130
327180,stairs,14,147180
327232,stairs,45,147232
327282,stairs,74,147282
327333,stairs,98,147333
327384,stairs,118,147384
327434,stairs,133,147434
327486,stairs,144,147486
327536,stairs,126,147536
327587,stairs,74,147587
327638,stairs,22,147638
327688,stairs,12,147688
327740,stairs,10,147740
327790,stairs,10,147790
327841,stairs,9,147841
327891,stairs,14,147891
327942,stairs,8,147942
327993,stairs,8,147993
328044,stairs,8,148044
328094,stairs,9,148094
328145,stairs,9,148145
328196,stairs,14,148196
328246,stairs,49,148246
328298,stairs,80,148298
328348,stairs,105,148348
328399,stairs,125,148399
328449,stairs,141,148449
328500,stairs,154,148500
328552,stairs,124,148552
328602,stairs,69,148602
328653,stairs,31,148653
328703,stairs,7,148703
328754,stairs,11,148754
328805,stairs,8,148805
328856,stairs,8,148856
328906,stairs,9,148906
328957,stairs,9,148957
329008,stairs,8,149008
329058,stairs,7,149058
329110,stairs,9,149110
329160,stairs,10,149160
329211,stairs,12,149211
329261,stairs,40,149261
329312,stairs,68,149312
329363,stairs,90,149363
329414,stairs,108,149414
329464,stairs,123,149464
329515,stairs,123,149515
329566,stairs,94,149566
329617,stairs,61,149617
329668,stairs,16,149668
329718,stairs,12,149718
329769,stairs,10,149769
329820,stairs,9,149820
329871,stairs,9,149871
329922,stairs,9,149922
329972,stairs,9,149972
330023,stairs,12,150023
330073,stairs,8,150073
330124,stairs,7,150124
330175,stairs,10,150175
330226,stairs,15,150226
330276,stairs,23,150276
330327,stairs,55,150327
330377,stairs,80,150377
330429,stairs,101,150429
330480,stairs,119,150480
330530,stairs,131,150530
330581,stairs,114,150581
330631,stairs,75,150631
330683,stairs,38,150683
330734,stairs,12,150734
330784,stairs,10,150784
330835,stairs,9,150835
330885,stairs,9,150885
330937,stairs,9,150937
330987,stairs,9,150987
331038,stairs,9,151038
331088,stairs,9,151088
331139,stairs,9,151139
331189,stairs,10,151189
331241,stairs,12,151241
331291,stairs,26,151291
331342,stairs,55,151342
331392,stairs,89,151392
331443,stairs,106,151443
331495,stairs,126,151495
331545,stairs,140,151545
331596,stairs,129,151596
331646,stairs,92,151646
331697,stairs,52,151697
331749,stairs,14,151749
331799,stairs,11,151799
331850,stairs,10,151850
331900,stairs,11,151900
331951,stairs,8,151951
332001,stairs,9,152001
332053,stairs,9,152053
332103,stairs,9,152103
332154,stairs,9,152154
332204,stairs,9,152204
332255,stairs,11,152255
332306,stairs,11,152306
332357,stairs,41,152357
332408,stairs,67,152408
332458,stairs,91,152458
332509,stairs,115,152509
332560,stairs,135,152560
332611,stairs,157,152611
332662,stairs,163,152662
332712,stairs,141,152712
332763,stairs,89,152763
332813,stairs,43,152813
332865,stairs,13,152865
332915,stairs,7,152915
332966,stairs,9,152966
333017,stairs,9,153017
333067,stairs,15,153067
333119,stairs,9,153119
333169,stairs,9,153169
333220,stairs,9,153220
333270,stairs,7,153270
333321,stairs,11,153321
333372,stairs,12,153372
333423,stairs,32,153423
333473,stairs,62,153473
333524,stairs,90,153524
333574,stairs,111,153574
333626,stairs,128,153626
333677,stairs,145,153677
333727,stairs,154,153727
333778,stairs,161,153778
333829,stairs,138,153829
333879,stairs,92,153879
333931,stairs,47,153931
333981,stairs,17,153981
334032,stairs,19,154032
334082,stairs,11,154082
334133,stairs,9,154133
334184,stairs,10,154184
334235,stairs,9,154235
334286,stairs,13,154286
334336,stairs,9,154336
334387,stairs,7,154387
334438,stairs,11,154438
334489,stairs,16,154489
334539,stairs,37,154539
334590,stairs,61,154590
334640,stairs,80,154640
334692,stairs,93,154692
334742,stairs,112,154742
334793,stairs,123,154793
334844,stairs,114,154844
334894,stairs,86,154894
334945,stairs,51,154945
334996,stairs,24,154996
335047,stairs,13,155047
335098,stairs,10,155098
335148,stairs,9,155148
335199,stairs,10,155199
335250,stairs,9,155250
335301,stairs,9,155301
335351,stairs,9,155351
335402,stairs,9,155402
335452,stairs,9,155452
335504,stairs,12,155504
335554,stairs,13,155554
335605,stairs,32,155605
335655,stairs,61,155655
335706,stairs,65,155706
335757,stairs,63,155757
335808,stairs,27,155808
335859,stairs,12,155859
335909,stairs,11,155909
335960,stairs,11,155960
336010,stairs,9,156010
336062,stairs,9,156062
336112,stairs,9,156112
336163,stairs,7,156163
336213,stairs,10,156213
336264,stairs,9,156264
336315,stairs,15,156315
336366,stairs,7,156366
336417,stairs,9,156417
336467,stairs,9,156467
336518,stairs,9,156518
336569,stairs,9,156569
336620,stairs,10,156620
336670,stairs,10,156670
336721,stairs,9,156721
336771,stairs,10,156771
336822,stairs,10,156822
336873,stairs,10,156873
336924,stairs,12,156924
336974,stairs,10,156974
337025,stairs,11,157025
337076,stairs,25,157076
337127,stairs,60,157127
337178,stairs,90,157178
337228,stairs,117,157228
337279,stairs,141,157279
337329,stairs,164,157329
337381,stairs,183,157381
337432,stairs,200,157432
337482,stairs,214,157482
337533,stairs,221,157533
337584,stairs,217,157584
337634,stairs,174,157634
337686,stairs,114,157686
337736,stairs,64,157736
337787,stairs,26,157787
337838,stairs,13,157838
337888,stairs,11,157888
337940,stairs,11,157940
337990,stairs,10,157990
338041,stairs,9,158041
338091,stairs,9,158091
338142,stairs,9,158142
338193,stairs,11,158193
338244,stairs,12,158244
338294,stairs,25,158294
338345,stairs,58,158345
338396,stairs,81,158396
338447,stairs,131,158447
338498,stairs,157,158498
338548,stairs,169,158548
338599,stairs,183,158599
338650,stairs,190,158650
338700,stairs,188,158700
338752,stairs,151,158752
338802,stairs,105,158802
338853,stairs,63,158853
338904,stairs,19,158904
338954,stairs,11,158954
339006,stairs,7,159006
339056,stairs,7,159056
339107,stairs,7,159107
339157,stairs,7,159157
339208,stairs,8,159208
339259,stairs,8,159259
339310,stairs,8,159310
339360,stairs,8,159360
339411,stairs,9,159411
339461,stairs,29,159461
339513,stairs,57,159513
339563,stairs,81,159563
339614,stairs,101,159614
339665,stairs,123,159665
339715,stairs,139,159715
339766,stairs,149,159766
339817,stairs,134,159817
339868,stairs,85,159868
339919,stairs,32,159919
339969,stairs,7,159969
340020,stairs,10,160020
340071,stairs,18,160071
340122,stairs,7,160122
340172,stairs,8,160172
340223,stairs,8,160223
340273,stairs,7,160273
340325,stairs,8,160325
340375,stairs,7,160375
340426,stairs,9,160426
340476,stairs,10,160476
340527,stairs,30,160527
340577,stairs,63,160577
340629,stairs,92,160629
340680,stairs,113,160680
340730,stairs,130,160730
340781,stairs,139,160781
340831,stairs,135,160831
340883,stairs,91,160883
340934,stairs,45,160934
340984,stairs,12,160984
341035,stairs,10,161035
341085,stairs,9,161085
341137,stairs,8,161137
341187,stairs,9,161187
341238,stairs,9,161238
341288,stairs,8,161288
341339,stairs,9,161339
341389,stairs,9,161389
341441,stairs,8,161441
341491,stairs,9,161491
341542,stairs,10,161542
341592,stairs,15,161592
341643,stairs,39,161643
341695,stairs,69,161695
341745,stairs,80,161745
341796,stairs,98,161796
341846,stairs,94,161846
341897,stairs,58,161897
341948,stairs,19,161948
341999,stairs,11,161999
342050,stairs,10,162050
342100,stairs,9,162100
342151,stairs,7,162151
342202,stairs,8,162202
342253,stairs,8,162253
342303,stairs,8,162303
342354,stairs,8,162354
342404,stairs,8,162404
342455,stairs,9,162455
342506,stairs,7,162506
342557,stairs,7,162557
342607,stairs,8,162607
342658,stairs,11,162658
342708,stairs,29,162708
342760,stairs,59,162760
342810,stairs,83,162810
342861,stairs,105,162861
342912,stairs,126,162912
342962,stairs,139,162962
343014,stairs,124,163014
343064,stairs,82,163064
343115,stairs,37,163115
343166,stairs,11,163166
343216,stairs,10,163216
343268,stairs,10,163268
343318,stairs,7,163318
343369,stairs,8,163369
343419,stairs,8,163419
343470,stairs,10,163470
343520,stairs,9,163520
343572,stairs,8,163572
343622,stairs,8,163622
343673,stairs,9,163673
343723,stairs,33,163723
343774,stairs,67,163774
343825,stairs,96,163825
343876,stairs,122,163876
343927,stairs,147,163927
343977,stairs,170,163977
344028,stairs,189,164028
344079,stairs,202,164079
344130,stairs,204,164130
344181,stairs,175,164181
344231,stairs,123,164231
344282,stairs,72,164282
344332,stairs,15,164332
344384,stairs,9,164384
344435,stairs,10,164435
344485,stairs,7,164485
344536,stairs,7,164536
344586,stairs,8,164586
344638,stairs,7,164638
344688,stairs,6,164688
344739,stairs,6,164739
344789,stairs,7,164789
344840,stairs,9,164840
344891,stairs,21,164891
344942,stairs,59,164942
344992,stairs,91,164992
345043,stairs,119,165043
345093,stairs,139,165093
345145,stairs,159,165145
345196,stairs,172,165196
345246,stairs,180,165246
345297,stairs,181,165297
345348,stairs,161,165348
345398,stairs,110,165398
345450,stairs,53,165450
345500,stairs,14,165500
345551,stairs,9,165551
345601,stairs,8,165601
345652,stairs,7,165652
345703,stairs,7,165703
345754,stairs,8,165754
345804,stairs,8,165804
345855,stairs,7,165855
345905,stairs,7,165905
345957,stairs,7,165957
346007,stairs,8,166007
346058,stairs,9,166058
346109,stairs,32,166109
346159,stairs,61,166159
346210,stairs,90,166210
346261,stairs,112,166261
346312,stairs,129,166312
346362,stairs,143,166362
346413,stairs,155,166413
346464,stairs,162,166464
346515,stairs,153,166515
346566,stairs,117,166566
346616,stairs,65,166616
346667,stairs,16,166667
346718,stairs,10,166718
346769,stairs,11,166769
346820,stairs,8,166820
346870,stairs,8,166870
346921,stairs,9,166921
346971,stairs,8,166971
347023,stairs,8,167023
347073,stairs,7,167073
347124,stairs,7,167124
347174,stairs,9,167174
347225,stairs,9,167225
347275,stairs,12,167275
347327,stairs,13,167327
347377,stairs,34,167377
347428,stairs,51,167428
347479,stairs,67,167479
347529,stairs,83,167529
347581,stairs,95,167581
347631,stairs,112,167631
347682,stairs,90,167682
347732,stairs,55,167732
347783,stairs,23,167783
347835,stairs,14,167835
347885,stairs,11,167885
347936,stairs,11,167936
347986,stairs,10,167986
348037,stairs,20,168037
348087,stairs,10,168087
348139,stairs,10,168139
348189,stairs,9,168189
348240,stairs,9,168240
348290,stairs,9,168290
348341,stairs,12,168341
348393,stairs,13,168393
348443,stairs,32,168443
348494,stairs,58,168494
348544,stairs,77,168544
348595,stairs,91,168595
348646,stairs,103,168646
348697,stairs,112,168697
348748,stairs,112,168748
348798,stairs,83,168798
348849,stairs,51,168849
348900,stairs,15,168900
348951,stairs,12,168951
349001,stairs,11,169001
349052,stairs,11,169052
349103,stairs,11,169103
349153,stairs,9,169153
349205,stairs,11,169205
349255,stairs,11,169255
349306,stairs,13,169306
349356,stairs,10,169356
349407,stairs,10,169407
349458,stairs,13,169458
349509,stairs,13,169509
349560,stairs,34,169560
349610,stairs,61,169610
349661,stairs,92,169661
349712,stairs,97,169712
349763,stairs,110,169763
349813,stairs,119,169813
349864,stairs,103,169864
349915,stairs,65,169915
349965,stairs,26,169965
350017,stairs,14,170017
350067,stairs,12,170067
350118,stairs,13,170118
350168,stairs,10,170168
350219,stairs,12,170219
350270,stairs,10,170270
350321,stairs,10,170321
350372,stairs,9,170372
350422,stairs,11,170422
350473,stairs,11,170473
350524,stairs,10,170524
350575,stairs,11,170575
350625,stairs,10,170625
350676,stairs,10,170676
350726,stairs,13,170726
350778,stairs,15,170778
350829,stairs,34,170829
350879,stairs,57,170879
350930,stairs,77,170930
350980,stairs,94,170980
351031,stairs,87,171031
351082,stairs,51,171082
351133,stairs,20,171133
351184,stairs,13,171184
351234,stairs,12,171234
351285,stairs,10,171285
351336,stairs,11,171336
351387,stairs,11,171387
351437,stairs,11,171437
351488,stairs,11,171488
351538,stairs,12,171538
351590,stairs,11,171590
351641,stairs,10,171641
351691,stairs,10,171691
