session_timestamp_ms,phase,gsr,timestamp_ms
449212,recovery,1.53,89212
449415,recovery,1.63,89415
449618,recovery,1.53,89618
449821,recovery,1.53,89821
450023,recovery,1.44,90023
450226,recovery,1.63,90226
450429,recovery,1.44,90429
450632,recovery,1.44,90632
450834,recovery,1.53,90834
451037,recovery,1.63,91037
451240,recovery,1.83,91240
451443,recovery,1.53,91443
451645,recovery,1.63,91645
451848,recovery,1.53,91848
452051,recovery,1.44,92051
452254,recovery,1.53,92254
452456,recovery,1.53,92456
452659,recovery,1.53,92659
452862,recovery,1.53,92862
453065,recovery,1.24,93065
453267,recovery,1.44,93267
453470,recovery,1.44,93470
453673,recovery,1.44,93673
453876,recovery,1.53,93876
454078,recovery,1.44,94078
454281,recovery,1.24,94281
454484,recovery,1.53,94484
454687,recovery,1.44,94687
454891,recovery,1.44,94891
455093,recovery,1.44,95093
455296,recovery,1.44,95296
455499,recovery,1.44,95499
455702,recovery,1.44,95702
455904,recovery,1.44,95904
456107,recovery,1.44,96107
456310,recovery,1.44,96310
456513,recovery,2.02,96513
456715,recovery,1.53,96715
456918,recovery,1.24,96918
457121,recovery,1.34,97121
457324,recovery,1.34,97324
457526,recovery,1.44,97526
457729,recovery,1.44,97729
457932,recovery,1.34,97932
458135,recovery,1.34,98135
458337,recovery,1.34,98337
458540,recovery,1.34,98540
458743,recovery,1.34,98743
458946,recovery,1.44,98946
459148,recovery,1.34,99148
459351,recovery,1.44,99351
459554,recovery,1.34,99554
459757,recovery,1.24,99757
459959,recovery,-1.0,99959
460162,recovery,1.34,100162
460365,recovery,1.34,100365
460568,recovery,1.24,100568
460770,recovery,1.24,100770
460973,recovery,1.44,100973
461176,recovery,1.34,101176
461379,recovery,1.34,101379
461581,recovery,1.24,101581
461784,recovery,1.24,101784
461987,recovery,1.34,101987
462190,recovery,1.34,102190
462392,recovery,1.34,102392
462595,recovery,1.24,102595
462799,recovery,1.24,102799
463002,recovery,1.24,103002
463204,recovery,1.14,103204
463407,recovery,1.24,103407
463610,recovery,1.34,103610
463813,recovery,1.34,103813
464015,recovery,1.34,104015
464218,recovery,1.34,104218
464421,recovery,1.24,104421
464624,recovery,1.34,104624
464826,recovery,1.24,104826
465029,recovery,1.24,105029
465232,recovery,1.34,105232
465435,recovery,1.44,105435
465637,recovery,1.24,105637
465840,recovery,2.02,105840
466043,recovery,1.24,106043
466247,recovery,1.24,106247
466449,recovery,1.24,106449
466652,recovery,1.63,106652
466855,recovery,1.34,106855
467058,recovery,1.44,107058
467260,recovery,1.24,107260
467463,recovery,1.34,107463
467666,recovery,1.24,107666
467869,recovery,1.24,107869
468071,recovery,1.24,108071
468274,recovery,1.34,108274
468477,recovery,1.34,108477
468680,recovery,1.24,108680
468882,recovery,1.24,108882
469085,recovery,1.24,109085
469288,recovery,1.24,109288
469492,recovery,1.24,109492
469694,recovery,1.24,109694
469897,recovery,1.24,109897
470100,recovery,1.53,110100
470303,recovery,1.34,110303
470505,recovery,1.24,110505
470708,recovery,1.24,110708
470911,recovery,1.14,110911
471114,recovery,1.34,111114
471316,recovery,1.34,111316
471519,recovery,1.24,111519
471722,recovery,1.24,111722
471925,recovery,1.34,111925
472128,recovery,1.24,112128
472330,recovery,1.05,112330
472533,recovery,1.14,112533
472737,recovery,1.24,112737
472940,recovery,1.24,112940
473142,recovery,1.24,113142
473345,recovery,1.34,113345
473548,recovery,1.24,113548
473751,recovery,1.24,113751
473953,recovery,1.05,113953
474156,recovery,1.24,114156
474359,recovery,1.24,114359
474562,recovery,1.24,114562
474764,recovery,2.02,114764
474967,recovery,1.34,114967
475170,recovery,1.24,115170
475373,recovery,1.24,115373
475575,recovery,1.24,115575
475778,recovery,1.24,115778
475982,recovery,1.24,115982
476185,recovery,1.24,116185
476387,recovery,1.34,116387
476590,recovery,1.34,116590
476793,recovery,1.24,116793
476996,recovery,1.24,116996
477198,recovery,1.34,117198
477401,recovery,1.44,117401
477604,recovery,1.34,117604
477807,recovery,1.24,117807
478009,recovery,1.34,118009
478212,recovery,1.24,118212
478415,recovery,1.24,118415
478618,recovery,1.44,118618
478820,recovery,1.34,118820
479023,recovery,1.24,119023
479227,recovery,1.24,119227
479430,recovery,-1.0,119430
479632,recovery,1.34,119632
479835,recovery,1.53,119835
480038,recovery,1.24,120038
480241,recovery,1.24,120241
480443,recovery,1.14,120443
480646,recovery,1.44,120646
480849,recovery,1.34,120849
481052,recovery,1.24,121052
481254,recovery,1.34,121254
481457,recovery,1.24,121457
481660,recovery,1.14,121660
481863,recovery,1.24,121863
482065,recovery,1.93,122065
482268,recovery,1.24,122268
482472,recovery,-1.0,122472
482675,recovery,1.34,122675
482877,recovery,1.34,122877
483080,recovery,1.14,123080
483283,recovery,1.24,123283
483486,recovery,1.14,123486
483688,recovery,1.24,123688
483891,recovery,1.24,123891
484094,recovery,1.14,124094
484297,recovery,-1.0,124297
484499,recovery,1.24,124499
484702,recovery,1.14,124702
484905,recovery,1.14,124905
485108,recovery,1.14,125108
485310,recovery,1.34,125310
485513,recovery,1.24,125513
485717,recovery,1.24,125717
485920,recovery,1.24,125920
486123,recovery,1.14,126123
486325,recovery,1.24,126325
486528,recovery,1.14,126528
486731,recovery,1.73,126731
486934,recovery,1.24,126934
487136,recovery,1.34,127136
487339,recovery,1.34,127339
487542,recovery,1.24,127542
487745,recovery,1.05,127745
487947,recovery,1.14,127947
488150,recovery,1.14,128150
488353,recovery,1.14,128353
488556,recovery,-1.0,128556
488758,recovery,1.24,128758
488962,recovery,1.05,128962
489165,recovery,1.14,129165
489368,recovery,1.14,129368
489570,recovery,1.14,129570
489773,recovery,1.14,129773
489976,recovery,1.34,129976
490179,recovery,1.14,130179
490381,recovery,1.34,130381
490584,recovery,1.34,130584
490787,recovery,1.24,130787
490990,recovery,1.24,130990
491192,recovery,1.14,131192
491395,recovery,1.05,131395
491598,recovery,1.24,131598
491801,recovery,1.34,131801
492003,recovery,1.34,132003
492206,recovery,1.34,132206
492410,recovery,1.24,132410
492613,recovery,1.05,132613
492815,recovery,1.05,132815
493018,recovery,1.05,133018
493221,recovery,1.24,133221
493424,recovery,1.34,133424
493626,recovery,1.44,133626
493829,recovery,1.34,133829
494032,recovery,1.24,134032
494235,recovery,1.05,134235
494437,recovery,1.05,134437
494640,recovery,1.05,134640
494843,recovery,1.34,134843
495046,recovery,1.24,135046
495248,recovery,1.53,135248
495451,recovery,1.44,135451
495654,recovery,1.14,135654
495857,recovery,-1.0,135857
496060,recovery,1.05,136060
496263,recovery,1.14,136263
496466,recovery,1.24,136466
496669,recovery,1.34,136669
496871,recovery,1.44,136871
497074,recovery,1.34,137074
497277,recovery,1.24,137277
497480,recovery,1.14,137480
497682,recovery,1.14,137682
497885,recovery,1.14,137885
498088,recovery,1.34,138088
498291,recovery,2.02,138291
498493,recovery,1.53,138493
498696,recovery,1.34,138696
498899,recovery,1.44,138899
499102,recovery,1.05,139102
499304,recovery,1.14,139304
499508,recovery,1.24,139508
499711,recovery,1.44,139711
499914,recovery,1.63,139914
500116,recovery,1.63,140116
500319,recovery,1.34,140319
500522,recovery,1.63,140522
500725,recovery,1.34,140725
500928,recovery,1.24,140928
501130,recovery,1.44,141130
501333,recovery,1.53,141333
501536,recovery,1.63,141536
501739,recovery,1.63,141739
501941,recovery,1.44,141941
502144,recovery,1.24,142144
502347,recovery,1.34,142347
502550,recovery,1.24,142550
502753,recovery,1.44,142753
502956,recovery,1.53,142956
503159,recovery,1.24,143159
503362,recovery,1.24,143362
503564,recovery,1.34,143564
503767,recovery,1.24,143767
503970,recovery,1.14,143970
504173,recovery,1.34,144173
504375,recovery,1.44,144375
504578,recovery,1.24,144578
504781,recovery,1.44,144781
504984,recovery,1.44,144984
505186,recovery,1.34,145186
505389,recovery,1.24,145389
505592,recovery,1.14,145592
505795,recovery,1.24,145795
505998,recovery,1.44,145998
506201,recovery,1.53,146201
506404,recovery,1.53,146404
506607,recovery,1.44,146607
506809,recovery,1.24,146809
507012,recovery,1.14,147012
507215,recovery,1.14,147215
507418,recovery,1.34,147418
507620,recovery,1.34,147620
507823,recovery,1.53,147823
508026,recovery,1.53,148026
508229,recovery,1.34,148229
508431,recovery,1.24,148431
508634,recovery,1.14,148634
508837,recovery,1.14,148837
509040,recovery,1.34,149040
509243,recovery,1.44,149243
509446,recovery,1.44,149446
509649,recovery,1.53,149649
509852,recovery,1.34,149852
510054,recovery,1.14,150054
510257,recovery,1.14,150257
510460,recovery,1.24,150460
510663,recovery,2.02,150663
510865,recovery,1.44,150865
511068,recovery,1.53,151068
511271,recovery,1.53,151271
511474,recovery,1.24,151474
511676,recovery,1.24,151676
511879,recovery,-1.0,151879
512082,recovery,1.24,152082
512285,recovery,1.34,152285
512488,recovery,1.24,152488
512691,recovery,1.44,152691
512894,recovery,1.53,152894
513097,recovery,1.24,153097
513299,recovery,1.14,153299
513502,recovery,1.14,153502
513705,recovery,1.34,153705
513908,recovery,1.24,153908
514110,recovery,1.44,154110
514313,recovery,1.53,154313
514516,recovery,1.34,154516
514719,recovery,1.24,154719
514921,recovery,1.14,154921
515124,recovery,1.14,155124
515327,recovery,1.44,155327
515530,recovery,1.44,155530
515734,recovery,1.53,155734
515936,recovery,1.73,155936
516139,recovery,1.53,156139
516342,recovery,1.34,156342
516545,recovery,1.34,156545
516747,recovery,1.34,156747
516950,recovery,1.73,156950
517153,recovery,1.73,157153
517356,recovery,1.73,157356
517558,recovery,1.63,157558
517761,recovery,1.44,157761
517964,recovery,1.34,157964
518167,recovery,1.34,158167
518369,recovery,1.34,158369
518572,recovery,1.53,158572
518776,recovery,1.63,158776
518979,recovery,1.63,158979
519181,recovery,1.44,159181
519384,recovery,1.53,159384
519587,recovery,1.53,159587
519790,recovery,1.24,159790
519992,recovery,1.34,159992
520195,recovery,1.44,160195
520398,recovery,1.63,160398
520601,recovery,2.22,160601
520803,recovery,1.53,160803
521006,recovery,1.44,161006
521209,recovery,1.34,161209
521412,recovery,1.24,161412
521614,recovery,1.34,161614
521817,recovery,1.53,161817
522020,recovery,1.63,162020
522224,recovery,1.83,162224
522426,recovery,2.12,162426
522629,recovery,1.34,162629
522832,recovery,1.34,162832
523035,recovery,1.24,163035
523237,recovery,1.44,163237
523440,recovery,1.44,163440
523643,recovery,1.24,163643
523846,recovery,1.63,163846
524048,recovery,1.53,164048
524251,recovery,1.44,164251
524454,recovery,1.14,164454
524657,recovery,1.24,164657
524859,recovery,1.24,164859
525062,recovery,1.44,165062
525265,recovery,1.53,165265
525469,recovery,1.63,165469
525671,recovery,1.44,165671
525874,recovery,1.24,165874
526077,recovery,1.14,166077
526280,recovery,1.05,166280
526482,recovery,1.34,166482
526685,recovery,1.44,166685
526888,recovery,1.73,166888
527091,recovery,1.53,167091
527293,recovery,1.44,167293
527496,recovery,1.24,167496
527699,recovery,1.14,167699
527902,recovery,1.24,167902
528104,recovery,1.34,168104
528307,recovery,1.44,168307
528510,recovery,1.53,168510
528713,recovery,1.44,168713
528916,recovery,1.44,168916
529119,recovery,1.63,169119
529322,recovery,1.14,169322
529525,recovery,1.34,169525
529728,recovery,1.44,169728
529930,recovery,1.53,169930
530133,recovery,1.83,170133
530336,recovery,1.44,170336
530539,recovery,1.44,170539
530741,recovery,1.34,170741
530944,recovery,1.34,170944
531147,recovery,1.34,171147
531350,recovery,1.53,171350
531552,recovery,1.63,171552
531755,recovery,1.63,171755
531958,recovery,1.63,171958
532162,recovery,1.34,172162
532364,recovery,1.24,172364
532567,recovery,1.24,172567
532770,recovery,1.34,172770
532973,recovery,1.53,172973
533175,recovery,1.53,173175
533378,recovery,2.12,173378
533581,recovery,1.44,173581
533784,recovery,1.34,173784
533986,recovery,1.24,173986
534189,recovery,1.24,174189
534392,recovery,1.24,174392
534595,recovery,1.53,174595
534797,recovery,1.63,174797
535000,recovery,1.63,175000
535203,recovery,1.53,175203
535407,recovery,1.34,175407
535609,recovery,1.93,175609
535812,recovery,1.14,175812
536015,recovery,1.44,176015
536218,recovery,1.44,176218
536420,recovery,1.53,176420
536623,recovery,1.83,176623
536826,recovery,1.63,176826
537029,recovery,1.34,177029
537231,recovery,1.34,177231
537434,recovery,1.34,177434
537637,recovery,1.44,177637
537840,recovery,1.53,177840
538042,recovery,1.63,178042
538245,recovery,1.63,178245
538448,recovery,1.63,178448
538652,recovery,1.63,178652
538854,recovery,1.44,178854
539057,recovery,1.63,179057
539260,recovery,1.73,179260
539463,recovery,1.73,179463
539665,recovery,1.83,179665
