session_timestamp_ms,phase,gsr,ecg_raw
338308,stairs,,0.577
338310,stairs,,0.503
338313,stairs,,0.367
338316,stairs,,0.249
338319,stairs,,0.181
338322,stairs,,0.239
338324,stairs,,0.425
338327,stairs,,0.572
338330,stairs,,0.543
338333,stairs,,0.415
338336,stairs,,0.283
338339,stairs,,0.264
338342,stairs,,0.352
338345,stairs,,0.665
338348,stairs,,0.899
338350,stairs,,0.997
338353,stairs,,0.904
338356,stairs,,0.748
338359,stairs,,0.679
338361,stairs,,0.855
338364,stairs,,1.217
338367,stairs,,1.584
338368,stairs,3.29,
338370,stairs,,1.76
338372,stairs,,1.711
338375,stairs,,1.564
338379,stairs,,1.525
338382,stairs,,1.755
338385,stairs,,2.175
338387,stairs,,2.615
338390,stairs,,2.845
338393,stairs,,2.82
338396,stairs,,2.708
338399,stairs,,2.737
338401,stairs,,3.03
338404,stairs,,3.495
338407,stairs,,3.925
338410,stairs,,4.101
338412,stairs,,4.018
338415,stairs,,3.861
338418,stairs,,3.871
338422,stairs,,4.164
338425,stairs,,4.462
338427,stairs,,4.663
338430,stairs,,4.717
338433,stairs,,4.585
338436,stairs,,4.413
338438,stairs,,4.399
338441,stairs,,4.604
338444,stairs,,4.77
338447,stairs,,4.868
338450,stairs,,4.844
338452,stairs,,4.653
338455,stairs,,4.428
338458,stairs,,4.374
338461,stairs,,4.565
338464,stairs,,4.751
338467,stairs,,4.848
338470,stairs,,4.819
338473,stairs,,4.599
338476,stairs,,4.335
338478,stairs,,4.238
338481,stairs,,4.418
338484,stairs,,4.653
338487,stairs,,4.8
338490,stairs,,4.819
338492,stairs,,4.673
338495,stairs,,4.487
338498,stairs,,4.443
338501,stairs,,4.624
338503,stairs,,4.785
338507,stairs,,4.888
338510,stairs,,4.848
338513,stairs,,4.692
338516,stairs,,4.482
338518,stairs,,4.394
338521,stairs,,4.531
338524,stairs,,4.726
338527,stairs,,4.829
338529,stairs,,4.741
338532,stairs,,4.462
338535,stairs,,4.14
338538,stairs,,3.93
338541,stairs,,4.003
338543,stairs,,4.15
338546,stairs,,4.277
338550,stairs,,4.14
338553,stairs,,3.798
338555,stairs,,3.402
338558,stairs,,3.104
338561,stairs,,3.001
338564,stairs,,3.079
338567,stairs,,3.157
338569,stairs,,3.025
338571,stairs,3.2,
338572,stairs,,2.737
338575,stairs,,2.38
338578,stairs,,2.028
338580,stairs,,1.813
338583,stairs,,1.691
338586,stairs,,1.584
338589,stairs,,1.364
338593,stairs,,1.061
338595,stairs,,0.772
338598,stairs,,0.562
338601,stairs,,0.474
338604,stairs,,0.562
338606,stairs,,0.694
338609,stairs,,0.704
338612,stairs,,0.562
338615,stairs,,0.401
338617,stairs,,0.308
338620,stairs,,0.249
338623,stairs,,0.332
338626,stairs,,0.42
338629,stairs,,0.396
338631,stairs,,0.293
338635,stairs,,0.205
338638,stairs,,0.142
338641,stairs,,0.152
338643,stairs,,0.318
338646,stairs,,0.499
338649,stairs,,0.611
338652,stairs,,0.547
338655,stairs,,0.401
338657,stairs,,0.274
338660,stairs,,0.21
338663,stairs,,0.244
338666,stairs,,0.244
338668,stairs,,0.186
338671,stairs,,0.127
338674,stairs,,0.083
338678,stairs,,0.059
338680,stairs,,0.039
338683,stairs,,0.024
338686,stairs,,0.049
338689,stairs,,0.01
338692,stairs,,0.005
338694,stairs,,0
338697,stairs,,0.015
338700,stairs,,0.024
338703,stairs,,0.015
338705,stairs,,0.029
338708,stairs,,0
338711,stairs,,0
338714,stairs,,0
338716,stairs,,0
338720,stairs,,0
338723,stairs,,0
338725,stairs,,0
338728,stairs,,0
338731,stairs,,0
338734,stairs,,0
338736,stairs,,0
338739,stairs,,0
338742,stairs,,0.039
338744,stairs,,0.152
338747,stairs,,0.23
338750,stairs,,0.191
338753,stairs,,0.137
338756,stairs,,0.083
338758,stairs,,0.078
338761,stairs,,0.2
338765,stairs,,0.45
338768,stairs,,0.679
338770,stairs,,0.743
338773,stairs,,0.606
338774,stairs,3.29,
338776,stairs,,0.455
338779,stairs,,0.342
338781,stairs,,0.484
338784,stairs,,0.826
338787,stairs,,1.163
338790,stairs,,1.305
338793,stairs,,1.168
338795,stairs,,0.909
338798,stairs,,0.733
338801,stairs,,0.806
338804,stairs,,1.109
338807,stairs,,1.442
338810,stairs,,1.603
338813,stairs,,1.53
338816,stairs,,1.329
338819,stairs,,1.227
338821,stairs,,1.403
338824,stairs,,1.716
338827,stairs,,2.058
338830,stairs,,2.19
338832,stairs,,2.097
338835,stairs,,1.799
338838,stairs,,1.632
338841,stairs,,1.711
338844,stairs,,2.014
338846,stairs,,2.322
338850,stairs,,2.4
338853,stairs,,2.224
338856,stairs,,1.935
338858,stairs,,1.75
338861,stairs,,1.838
338864,stairs,,2.17
338867,stairs,,2.522
338870,stairs,,2.664
338872,stairs,,2.546
338875,stairs,,2.312
338878,stairs,,2.18
338881,stairs,,2.326
338883,stairs,,2.722
338886,stairs,,3.109
338889,stairs,,3.294
338893,stairs,,3.226
338896,stairs,,3.045
338898,stairs,,3.001
338901,stairs,,3.27
338904,stairs,,3.744
338907,stairs,,4.189
338909,stairs,,4.413
338912,stairs,,4.394
338915,stairs,,4.286
338918,stairs,,4.34
338921,stairs,,4.56
338923,stairs,,4.736
338926,stairs,,4.834
338929,stairs,,4.892
338932,stairs,,4.853
338936,stairs,,4.77
338938,stairs,,4.809
338941,stairs,,4.892
338944,stairs,,4.932
338947,stairs,,4.961
338949,stairs,,4.966
338952,stairs,,4.907
338955,stairs,,4.775
338958,stairs,,4.751
338961,stairs,,4.844
338963,stairs,,4.927
338966,stairs,,4.951
338969,stairs,,4.936
338972,stairs,,4.795
338974,stairs,,4.57
338977,stairs,3.2,
338978,stairs,,4.467
338981,stairs,,4.599
338984,stairs,,4.78
338987,stairs,,4.863
338989,stairs,,4.839
338992,stairs,,4.599
338995,stairs,,4.277
338998,stairs,,4.066
339000,stairs,,4.125
339003,stairs,,4.394
339006,stairs,,4.609
339009,stairs,,4.506
339012,stairs,,4.086
339014,stairs,,3.519
339017,stairs,,3.001
339021,stairs,,2.703
339024,stairs,,2.664
339026,stairs,,2.776
339029,stairs,,2.781
339032,stairs,,2.615
339035,stairs,,2.395
339038,stairs,,2.248
339040,stairs,,2.322
339043,stairs,,2.649
339046,stairs,,3.04
339049,stairs,,3.26
339051,stairs,,3.177
339054,stairs,,2.913
339057,stairs,,2.561
339060,stairs,,2.39
339064,stairs,,2.414
339066,stairs,,2.507
339069,stairs,,2.463
339072,stairs,,2.224
339075,stairs,,1.901
339077,stairs,,1.623
339080,stairs,,1.476
339083,stairs,,1.54
339086,stairs,,1.711
339089,stairs,,1.769
339091,stairs,,1.613
339094,stairs,,1.344
339097,stairs,,1.114
339100,stairs,,1.012
339102,stairs,,1.095
339106,stairs,,1.276
339109,stairs,,1.359
339112,stairs,,1.241
339115,stairs,,0.987
339117,stairs,,0.758
339120,stairs,,0.626
339123,stairs,,0.674
339126,stairs,,0.797
339128,stairs,,0.855
339131,stairs,,0.728
339134,stairs,,0.538
339137,stairs,,0.386
339140,stairs,,0.298
339142,stairs,,0.308
339145,stairs,,0.386
339149,stairs,,0.381
339152,stairs,,0.293
339154,stairs,,0.21
339157,stairs,,0.147
339160,stairs,,0.112
339163,stairs,,0.117
339166,stairs,,0.166
339168,stairs,,0.156
339171,stairs,,0.108
339174,stairs,,0.073
339177,stairs,,0.049
339179,stairs,3.29,0.034
339182,stairs,,0.034
339185,stairs,,0.054
339188,stairs,,0.044
339191,stairs,,0.024
339194,stairs,,0.024
339197,stairs,,0.01
339200,stairs,,0.01
339202,stairs,,0.034
339205,stairs,,0.073
339208,stairs,,0.073
339211,stairs,,0.049
339214,stairs,,0.029
339216,stairs,,0.015
339219,stairs,,0.01
339222,stairs,,0.039
339225,stairs,,0.117
339227,stairs,,0.142
339230,stairs,,0.108
339234,stairs,,0.073
339237,stairs,,0.044
339239,stairs,,0.024
339242,stairs,,0.054
339245,stairs,,0.137
339248,stairs,,0.191
339251,stairs,,0.152
339253,stairs,,0.103
339256,stairs,,0.059
339259,stairs,,0.039
339262,stairs,,0.078
339264,stairs,,0.191
339267,stairs,,0.293
339270,stairs,,0.244
339273,stairs,,0.171
339276,stairs,,0.112
339279,stairs,,0.083
339282,stairs,,0.161
339285,stairs,,0.347
339288,stairs,,0.523
339290,stairs,,0.547
339293,stairs,,0.43
339296,stairs,,0.308
339299,stairs,,0.269
339301,stairs,,0.44
339304,stairs,,0.762
339307,stairs,,1.095
339310,stairs,,1.271
339312,stairs,,1.246
339315,stairs,,1.134
339319,stairs,,1.119
339322,stairs,,1.334
339325,stairs,,1.735
339327,stairs,,2.165
339330,stairs,,2.4
339333,stairs,,2.385
339336,stairs,,2.253
339339,stairs,,2.224
339341,stairs,,2.454
339344,stairs,,2.869
339347,stairs,,3.284
339350,stairs,,3.456
339352,stairs,,3.333
339355,stairs,,3.099
339358,stairs,,2.991
339362,stairs,,3.187
339365,stairs,,3.607
339367,stairs,,3.969
339370,stairs,,4.052
339373,stairs,,3.832
339376,stairs,,3.504
339378,stairs,,3.319
339381,stairs,,3.451
339382,stairs,3.29,
339384,stairs,,3.881
339387,stairs,,4.169
339390,stairs,,4.169
339392,stairs,,3.876
339395,stairs,,3.485
339398,stairs,,3.255
339401,stairs,,3.333
339404,stairs,,3.671
339407,stairs,,3.978
339410,stairs,,3.988
339413,stairs,,3.68
339416,stairs,,3.289
339418,stairs,,3.055
339421,stairs,,3.143
339424,stairs,,3.509
339427,stairs,,3.842
339430,stairs,,3.866
339432,stairs,,3.553
339435,stairs,,3.094
339438,stairs,,2.732
339441,stairs,,2.581
339443,stairs,,2.63
339447,stairs,,2.688
339450,stairs,,2.522
339453,stairs,,2.229
339456,stairs,,1.887
339458,stairs,,1.686
339461,stairs,,1.794
339464,stairs,,2.214
339467,stairs,,2.717
339469,stairs,,3.016
339472,stairs,,3.016
339475,stairs,,2.854
339478,stairs,,2.752
339481,stairs,,2.879
339483,stairs,,3.206
339486,stairs,,3.495
339490,stairs,,3.519
339493,stairs,,3.25
339495,stairs,,2.879
339498,stairs,,2.659
339501,stairs,,2.766
339504,stairs,,3.206
339507,stairs,,3.7
339509,stairs,,3.959
339512,stairs,,3.935
339515,stairs,,3.759
339518,stairs,,3.705
339520,stairs,,3.988
339523,stairs,,4.335
339526,stairs,,4.585
339529,stairs,,4.717
339533,stairs,,4.663
339535,stairs,,4.501
339538,stairs,,4.462
339541,stairs,,4.629
339544,stairs,,4.775
339547,stairs,,4.888
339549,stairs,,4.814
339552,stairs,,4.541
339555,stairs,,4.159
339558,stairs,,3.91
339560,stairs,,3.939
339563,stairs,,4.277
339566,stairs,,4.575
339569,stairs,,4.604
339572,stairs,,4.326
339575,stairs,,3.9
339578,stairs,,3.583
339581,stairs,,3.548
339584,stairs,,3.807
339585,stairs,3.29,
339586,stairs,,4.101
339589,stairs,,4.145
339592,stairs,,3.861
339595,stairs,,3.431
339598,stairs,,3.099
339600,stairs,,3.021
339603,stairs,,3.216
339606,stairs,,3.46
339609,stairs,,3.485
339611,stairs,,3.216
339614,stairs,,2.815
339618,stairs,,2.488
339621,stairs,,2.38
339624,stairs,,2.542
339626,stairs,,2.786
339629,stairs,,2.845
339632,stairs,,2.634
339635,stairs,,2.292
339637,stairs,,2.014
339640,stairs,,1.906
339643,stairs,,2.023
339646,stairs,,2.234
339649,stairs,,2.307
339651,stairs,,2.151
339654,stairs,,1.877
339657,stairs,,1.657
339661,stairs,,1.598
339663,stairs,,1.745
339666,stairs,,1.984
339669,stairs,,2.097
339672,stairs,,1.999
339675,stairs,,1.755
339677,stairs,,1.544
339680,stairs,,1.486
339683,stairs,,1.652
339686,stairs,,1.921
339689,stairs,,2.067
339691,stairs,,1.989
339694,stairs,,1.764
339697,stairs,,1.554
339700,stairs,,1.505
339703,stairs,,1.672
339706,stairs,,1.95
339709,stairs,,2.102
339712,stairs,,2.028
339715,stairs,,1.818
339717,stairs,,1.623
339720,stairs,,1.574
339723,stairs,,1.73
339726,stairs,,1.999
339728,stairs,,2.16
339731,stairs,,2.092
339734,stairs,,1.862
339737,stairs,,1.632
339740,stairs,,1.588
339742,stairs,,1.706
339746,stairs,,1.955
339749,stairs,,2.102
339752,stairs,,2.014
339754,stairs,,1.755
339757,stairs,,1.486
339760,stairs,,1.359
339763,stairs,,1.461
339766,stairs,,1.598
339768,stairs,,1.667
339771,stairs,,1.554
339774,stairs,,1.3
339777,stairs,,1.056
339779,stairs,,0.894
339782,stairs,,0.89
339785,stairs,,0.987
339788,stairs,3.1,
339789,stairs,,1.012
339792,stairs,,0.846
339794,stairs,,0.645
339797,stairs,,0.474
339800,stairs,,0.357
339803,stairs,,0.347
339805,stairs,,0.44
339808,stairs,,0.45
339811,stairs,,0.352
339814,stairs,,0.249
339816,stairs,,0.176
339819,stairs,,0.122
339822,stairs,,0.112
339825,stairs,,0.117
339828,stairs,,0.098
339831,stairs,,0.073
339834,stairs,,0.049
339837,stairs,,0.029
339840,stairs,,0.02
339842,stairs,,0.015
339845,stairs,,0.01
339848,stairs,,0.005
339851,stairs,,0
339853,stairs,,0
339856,stairs,,0
339859,stairs,,0
339862,stairs,,0
339864,stairs,,0
339867,stairs,,0
339870,stairs,,0
339873,stairs,,0
339876,stairs,,0
339879,stairs,,0
339882,stairs,,0
339884,stairs,,0
339887,stairs,,0
339890,stairs,,0
339892,stairs,,0
339895,stairs,,0.015
339898,stairs,,0
339901,stairs,,0
339903,stairs,,0.015
339906,stairs,,0
339909,stairs,,0
339912,stairs,,0
339915,stairs,,0
339918,stairs,,0
339921,stairs,,0
339923,stairs,,0
339926,stairs,,0
339929,stairs,,0
339932,stairs,,0
339934,stairs,,0
339937,stairs,,0
339940,stairs,,0.015
339942,stairs,,0.205
339945,stairs,,0.484
339948,stairs,,0.728
339951,stairs,,0.787
339954,stairs,,0.684
339956,stairs,,0.543
339960,stairs,,0.547
339963,stairs,,0.816
339966,stairs,,1.237
339968,stairs,,1.623
339971,stairs,,1.774
339974,stairs,,1.691
339977,stairs,,1.564
339980,stairs,,1.613
339982,stairs,,1.95
339985,stairs,,2.473
339988,stairs,,2.937
339990,stairs,3,
339991,stairs,,3.128
339993,stairs,,3.045
339996,stairs,,2.913
340000,stairs,,3.016
340003,stairs,,3.412
340006,stairs,,3.93
340008,stairs,,4.306
340011,stairs,,4.409
340014,stairs,,4.282
340017,stairs,,4.154
340019,stairs,,4.238
340022,stairs,,4.521
340025,stairs,,4.697
340028,stairs,,4.814
340031,stairs,,4.878
340033,stairs,,4.863
340036,stairs,,4.888
340039,stairs,,4.932
340043,stairs,,4.956
340045,stairs,,4.976
340048,stairs,,4.985
340051,stairs,,4.99
340054,stairs,,4.99
340057,stairs,,4.995
340059,stairs,,4.995
340062,stairs,,5
340065,stairs,,5
340068,stairs,,5
340070,stairs,,4.995
340073,stairs,,4.995
340076,stairs,,5
340079,stairs,,5
340082,stairs,,5
340084,stairs,,5
340088,stairs,,4.995
340091,stairs,,4.99
340094,stairs,,4.917
340096,stairs,,4.819
340099,stairs,,4.853
340102,stairs,,4.917
340105,stairs,,4.956
340108,stairs,,4.976
340110,stairs,,4.912
340113,stairs,,4.692
340116,stairs,,4.462
340119,stairs,,4.404
340121,stairs,,4.589
340124,stairs,,4.79
340128,stairs,,4.892
340131,stairs,,4.751
340134,stairs,,4.448
340136,stairs,,4.125
340139,stairs,,3.969
340142,stairs,,4.101
340145,stairs,,4.399
340147,stairs,,4.594
340150,stairs,,4.462
340153,stairs,,4.106
340156,stairs,,3.7
340159,stairs,,3.446
340161,stairs,,3.46
340164,stairs,,3.661
340167,stairs,,3.803
340171,stairs,,3.685
340173,stairs,,3.358
340176,stairs,,3.016
340179,stairs,,2.781
340182,stairs,,2.776
340185,stairs,,2.977
340187,stairs,,3.143
340190,stairs,,3.069
340193,stairs,3.1,2.791
340196,stairs,,2.483
340198,stairs,,2.268
340201,stairs,,2.253
340204,stairs,,2.424
340207,stairs,,2.6
340210,stairs,,2.571
340212,stairs,,2.375
340216,stairs,,2.082
340219,stairs,,1.872
340222,stairs,,1.852
340224,stairs,,2.009
340227,stairs,,2.165
340230,stairs,,2.136
340233,stairs,,1.896
340236,stairs,,1.613
340238,stairs,,1.393
340241,stairs,,1.32
340244,stairs,,1.408
340247,stairs,,1.53
340249,stairs,,1.515
340252,stairs,,1.315
340256,stairs,,1.08
340259,stairs,,0.865
340262,stairs,,0.777
340264,stairs,,0.826
340267,stairs,,0.924
340270,stairs,,0.904
340273,stairs,,0.738
340275,stairs,,0.557
340278,stairs,,0.42
340281,stairs,,0.362
340284,stairs,,0.43
340287,stairs,,0.528
340289,stairs,,0.484
340292,stairs,,0.347
340295,stairs,,0.254
340299,stairs,,0.186
340301,stairs,,0.122
340304,stairs,,0.093
340307,stairs,,0.073
340310,stairs,,0.059
340312,stairs,,0.039
340315,stairs,,0.034
340318,stairs,,0.015
340321,stairs,,0.034
340323,stairs,,0.059
340326,stairs,,0.088
340329,stairs,,0.078
340332,stairs,,0.054
340335,stairs,,0.024
340337,stairs,,0.015
340340,stairs,,0.005
340344,stairs,,0.005
340347,stairs,,0
340349,stairs,,0
340352,stairs,,0
340355,stairs,,0
340357,stairs,,0
340360,stairs,,0
340363,stairs,,0
340366,stairs,,0
340368,stairs,,0
340371,stairs,,0
340374,stairs,,0
340376,stairs,,0
340379,stairs,,0
340382,stairs,,0
340386,stairs,,0
340388,stairs,,0
340391,stairs,,0
340394,stairs,,0
340396,stairs,3.29,0
340399,stairs,,0.02
340402,stairs,,0.152
340405,stairs,,0.415
340407,stairs,,0.689
340410,stairs,,0.855
340413,stairs,,0.826
340416,stairs,,0.723
340419,stairs,,0.718
340421,stairs,,0.914
340424,stairs,,1.271
340428,stairs,,1.647
340431,stairs,,1.857
340433,stairs,,1.833
340436,stairs,,1.691
340439,stairs,,1.613
340442,stairs,,1.76
340445,stairs,,2.092
340447,stairs,,2.429
340450,stairs,,2.576
340453,stairs,,2.473
340456,stairs,,2.263
340458,stairs,,2.16
340461,stairs,,2.302
340464,stairs,,2.644
340467,stairs,,3.001
340471,stairs,,3.089
340473,stairs,,2.962
340476,stairs,,2.776
340479,stairs,,2.625
340482,stairs,,2.771
340484,stairs,,3.123
340487,stairs,,3.441
340490,stairs,,3.534
340493,stairs,,3.368
340496,stairs,,3.089
340498,stairs,,2.923
340501,stairs,,3.03
340504,stairs,,3.382
340507,stairs,,3.715
340509,stairs,,3.759
340513,stairs,,3.543
340516,stairs,,3.206
340519,stairs,,2.991
340522,stairs,,3.113
340524,stairs,,3.441
340527,stairs,,3.778
340530,stairs,,3.832
340533,stairs,,3.573
340535,stairs,,3.216
340538,stairs,,2.957
340541,stairs,,2.986
340544,stairs,,3.275
340547,stairs,,3.568
340549,stairs,,3.592
340552,stairs,,3.309
340556,stairs,,2.903
340559,stairs,,2.595
340561,stairs,,2.537
340564,stairs,,2.752
340567,stairs,,2.962
340570,stairs,,2.952
340573,stairs,,2.649
340575,stairs,,2.239
340578,stairs,,1.896
340581,stairs,,1.774
340584,stairs,,1.955
340587,stairs,,2.165
340589,stairs,,2.214
340592,stairs,,2.019
340595,stairs,,1.691
340599,stairs,3.1,1.442
340601,stairs,,1.398
340604,stairs,,1.628
340607,stairs,,1.96
340610,stairs,,2.126
340613,stairs,,2.028
340615,stairs,,1.789
340618,stairs,,1.608
340621,stairs,,1.667
340624,stairs,,1.989
340626,stairs,,2.395
340629,stairs,,2.61
340632,stairs,,2.532
340635,stairs,,2.292
340638,stairs,,2.151
340641,stairs,,2.214
340644,stairs,,2.595
340647,stairs,,3.055
340650,stairs,,3.24
340652,stairs,,3.148
340655,stairs,,2.869
340658,stairs,,2.639
340661,stairs,,2.654
340664,stairs,,2.942
340666,stairs,,3.299
340669,stairs,,3.485
340672,stairs,,3.299
340675,stairs,,2.991
340677,stairs,,2.752
340680,stairs,,2.776
340684,stairs,,3.084
340687,stairs,,3.49
340690,stairs,,3.666
340692,stairs,,3.543
340695,stairs,,3.27
340698,stairs,,3.055
340701,stairs,,3.094
340703,stairs,,3.416
340706,stairs,,3.812
340709,stairs,,3.988
340712,stairs,,3.861
340715,stairs,,3.553
340717,stairs,,3.28
340720,stairs,,3.201
340723,stairs,,3.338
340727,stairs,,3.475
340729,stairs,,3.392
340732,stairs,,3.084
340735,stairs,,2.722
340738,stairs,,2.488
340741,stairs,,2.542
340743,stairs,,2.942
340746,stairs,,3.48
340749,stairs,,3.866
340752,stairs,,3.944
340754,stairs,,3.847
340757,stairs,,3.788
340760,stairs,,3.935
340763,stairs,,4.218
340766,stairs,,4.467
340769,stairs,,4.497
340772,stairs,,4.15
340775,stairs,,3.685
340778,stairs,,3.284
340780,stairs,,3.109
340783,stairs,,3.196
340786,stairs,,3.407
340789,stairs,,3.465
340792,stairs,,3.284
340794,stairs,,2.957
340797,stairs,,2.693
340800,stairs,,2.605
340801,stairs,3.1,
340803,stairs,,2.761
340806,stairs,,3.03
340808,stairs,,3.177
340812,stairs,,3.065
340815,stairs,,2.81
340818,stairs,,2.581
340820,stairs,,2.546
340823,stairs,,2.747
340826,stairs,,3.074
340829,stairs,,3.255
340832,stairs,,3.187
340834,stairs,,2.957
340837,stairs,,2.747
340840,stairs,,2.732
340843,stairs,,2.962
340845,stairs,,3.299
340848,stairs,,3.495
340851,stairs,,3.421
340855,stairs,,3.167
340858,stairs,,2.952
340860,stairs,,2.845
340863,stairs,,3.006
340866,stairs,,3.27
340869,stairs,,3.387
340871,stairs,,3.236
340874,stairs,,2.923
340877,stairs,,2.6
340880,stairs,,2.419
340883,stairs,,2.434
340885,stairs,,2.556
340888,stairs,,2.566
340891,stairs,,2.361
340894,stairs,,2.053
340897,stairs,,1.725
340900,stairs,,1.525
340903,stairs,,1.496
340906,stairs,,1.598
340909,stairs,,1.647
340911,stairs,,1.515
340914,stairs,,1.285
340917,stairs,,1.031
340920,stairs,,0.899
340922,stairs,,0.885
340925,stairs,,1.012
340928,stairs,,1.134
340931,stairs,,1.051
340934,stairs,,0.831
340936,stairs,,0.626
340940,stairs,,0.503
340943,stairs,,0.543
340946,stairs,,0.718
340948,stairs,,0.85
340951,stairs,,0.797
340954,stairs,,0.601
340957,stairs,,0.435
340959,stairs,,0.327
340962,stairs,,0.386
340965,stairs,,0.494
340968,stairs,,0.621
340971,stairs,,0.582
340973,stairs,,0.43
340976,stairs,,0.303
340979,stairs,,0.225
340983,stairs,,0.259
340985,stairs,,0.411
340988,stairs,,0.596
340991,stairs,,0.552
340994,stairs,,0.425
340996,stairs,,0.269
340999,stairs,,0.249
341002,stairs,,0.376
341004,stairs,3,
341005,stairs,,0.64
341008,stairs,,0.904
341010,stairs,,1.002
341013,stairs,,0.953
341016,stairs,,0.782
341019,stairs,,0.733
341021,stairs,,0.909
341025,stairs,,1.227
341028,stairs,,1.525
341031,stairs,,1.662
341034,stairs,,1.579
341036,stairs,,1.408
341039,stairs,,1.31
341042,stairs,,1.422
341045,stairs,,1.716
341047,stairs,,1.979
341050,stairs,,2.028
341053,stairs,,1.838
341056,stairs,,1.554
341059,stairs,,1.369
341061,stairs,,1.393
341064,stairs,,1.637
341068,stairs,,1.887
341071,stairs,,1.916
341073,stairs,,1.686
341076,stairs,,1.344
341079,stairs,,1.065
341082,stairs,,0.987
341085,stairs,,1.124
341087,stairs,,1.3
341090,stairs,,1.295
341093,stairs,,1.075
341096,stairs,,0.792
341098,stairs,,0.582
341101,stairs,,0.543
341104,stairs,,0.723
341107,stairs,,0.929
341111,stairs,,0.978
341113,stairs,,0.816
341116,stairs,,0.591
341119,stairs,,0.43
341122,stairs,,0.43
341124,stairs,,0.611
341127,stairs,,0.836
341130,stairs,,0.919
341133,stairs,,0.782
341135,stairs,,0.601
341138,stairs,,0.415
341141,stairs,,0.44
341144,stairs,,0.635
341147,stairs,,0.841
341149,stairs,,0.831
341153,stairs,,0.674
341156,stairs,,0.445
341159,stairs,,0.308
341161,stairs,,0.269
341164,stairs,,0.415
341167,stairs,,0.65
341170,stairs,,0.831
341172,stairs,,0.811
341175,stairs,,0.694
341178,stairs,,0.64
341181,stairs,,0.831
341184,stairs,,1.29
341186,stairs,,1.872
341189,stairs,,2.268
341192,stairs,,2.307
341196,stairs,,2.102
341198,stairs,,1.882
341201,stairs,,1.862
341204,stairs,,2.116
341207,stairs,3,2.454
341210,stairs,,2.659
341212,stairs,,2.615
341215,stairs,,2.419
341218,stairs,,2.268
341221,stairs,,2.351
341223,stairs,,2.693
341226,stairs,,3.084
341229,stairs,,3.299
341232,stairs,,3.25
341235,stairs,,3.065
341238,stairs,,2.864
341241,stairs,,2.903
341244,stairs,,3.172
341247,stairs,,3.495
341249,stairs,,3.636
341252,stairs,,3.529
341255,stairs,,3.265
341258,stairs,,3.05
341261,stairs,,3.055
341263,stairs,,3.309
341266,stairs,,3.631
341269,stairs,,3.754
341272,stairs,,3.597
341274,stairs,,3.284
341277,stairs,,3.011
341281,stairs,,2.962
341284,stairs,,3.177
341287,stairs,,3.485
341289,stairs,,3.597
341292,stairs,,3.436
341295,stairs,,3.109
341298,stairs,,2.83
341300,stairs,,2.761
341303,stairs,,2.937
341306,stairs,,3.192
341309,stairs,,3.275
341312,stairs,,3.074
341314,stairs,,2.757
341317,stairs,,2.434
341320,stairs,,2.331
341324,stairs,,2.463
341327,stairs,,2.703
341329,stairs,,2.801
341332,stairs,,2.634
341335,stairs,,2.307
341338,stairs,,2.028
341340,stairs,,1.906
341343,stairs,,2.009
341346,stairs,,2.243
341349,stairs,,2.361
341352,stairs,,2.239
341354,stairs,,1.955
341357,stairs,,1.696
341360,stairs,,1.579
341363,stairs,,1.691
341366,stairs,,1.931
341369,stairs,,2.087
341372,stairs,,2.028
341375,stairs,,1.813
341378,stairs,,1.593
341380,stairs,,1.54
341383,stairs,,1.72
341386,stairs,,2.072
341389,stairs,,2.287
341391,stairs,,2.297
341394,stairs,,2.136
341397,stairs,,2.028
341400,stairs,,2.004
341403,stairs,,2.258
341405,stairs,,2.62
341409,stairs,,2.889
341410,stairs,3,
341412,stairs,,2.913
341415,stairs,,2.752
341417,stairs,,2.59
341420,stairs,,2.6
341423,stairs,,2.835
341426,stairs,,3.157
341429,stairs,,3.387
341431,stairs,,3.314
341434,stairs,,3.089
341437,stairs,,2.859
341440,stairs,,2.801
341442,stairs,,2.986
341445,stairs,,3.284
341448,stairs,,3.46
341452,stairs,,3.382
341455,stairs,,3.118
341457,stairs,,2.83
341460,stairs,,2.713
341463,stairs,,2.835
341466,stairs,,3.118
341468,stairs,,3.284
341471,stairs,,3.196
341474,stairs,,2.889
341477,stairs,,2.561
341480,stairs,,2.39
341482,stairs,,2.463
341485,stairs,,2.698
341488,stairs,,2.854
341491,stairs,,2.742
341494,stairs,,2.424
341497,stairs,,2.146
341500,stairs,,1.935
341503,stairs,,2.004
341506,stairs,,2.248
341508,stairs,,2.449
341511,stairs,,2.41
341514,stairs,,2.165
341517,stairs,,1.882
341519,stairs,,1.725
341522,stairs,,1.808
341525,stairs,,2.028
341528,stairs,,2.209
341531,stairs,,2.17
341533,stairs,,1.94
341537,stairs,,1.652
341540,stairs,,1.432
341543,stairs,,1.442
341545,stairs,,1.608
341548,stairs,,1.755
341551,stairs,,1.691
341554,stairs,,1.432
341557,stairs,,1.153
341559,stairs,,0.963
341562,stairs,,0.968
341565,stairs,,1.144
341568,stairs,,1.29
341570,stairs,,1.217
341573,stairs,,0.938
341576,stairs,,0.699
341580,stairs,,0.489
341583,stairs,,0.367
341585,stairs,,0.357
341588,stairs,,0.411
341591,stairs,,0.371
341594,stairs,,0.269
341596,stairs,,0.196
341599,stairs,,0.152
341602,stairs,,0.249
341605,stairs,,0.474
341607,stairs,,0.699
341610,stairs,,0.738
