session_timestamp_ms,phase,gsr,ecg_raw
6978,relax,,1.427
6981,relax,,1.114
6984,relax,,1.276
6986,relax,,1.882
6989,relax,,2.483
6992,relax,,2.551
6994,relax,,2.131
6998,relax,,1.579
7001,relax,,1.168
7004,relax,,1.168
7006,relax,,1.647
7009,relax,,2.273
7012,relax,,2.478
7014,relax,,2.16
7017,relax,,1.623
7020,relax,,1.173
7022,relax,,1.061
7025,relax,,1.461
7028,relax,,2.126
7030,relax,,2.493
7033,relax,,2.283
7036,relax,,1.76
7040,relax,,1.256
7042,relax,,1.061
7045,relax,,1.364
7048,relax,,2.038
7050,relax,,2.556
7053,relax,,2.468
7056,relax,,1.984
7058,relax,,1.452
7061,relax,,1.139
7064,relax,,1.305
7066,relax,,1.931
7069,relax,,2.551
7072,relax,,2.63
7075,relax,,2.219
7077,relax,,1.657
7080,relax,,1.251
7084,relax,,1.285
7086,relax,,1.848
7089,relax,,2.561
7092,relax,,2.815
7094,relax,1.44,2.498
7097,relax,,1.926
7100,relax,,1.432
7102,relax,,1.315
7105,relax,,1.74
7108,relax,,2.473
7111,relax,,2.864
7113,relax,,2.659
7116,relax,,2.107
7119,relax,,1.569
7121,relax,,1.325
7124,relax,,1.628
7128,relax,,2.331
7130,relax,,2.835
7133,relax,,2.732
7136,relax,,2.204
7138,relax,,1.613
7141,relax,,1.266
7144,relax,,1.427
7147,relax,,2.058
7149,relax,,2.659
7152,relax,,2.698
7155,relax,,2.258
7157,relax,,1.676
7160,relax,,1.266
7163,relax,,1.29
7165,relax,,1.823
7169,relax,,2.502
7172,relax,,2.713
7174,relax,,2.38
7177,relax,,1.804
7180,relax,,1.329
7182,relax,,1.207
7185,relax,,1.613
7188,relax,,2.307
7191,relax,,2.703
7193,relax,,2.517
7196,relax,,1.975
7199,relax,,1.447
7201,relax,,1.193
7204,relax,,1.461
7207,relax,,2.155
7209,relax,,2.659
7213,relax,,2.59
7216,relax,,2.097
7218,relax,,1.54
7221,relax,,1.202
7224,relax,,1.354
7226,relax,,1.994
7229,relax,,2.644
7232,relax,,2.732
7235,relax,,2.312
7237,relax,,1.75
7240,relax,,1.29
7243,relax,,1.3
7245,relax,,1.818
7248,relax,,2.512
7251,relax,,2.747
7254,relax,,2.41
7257,relax,,1.828
7260,relax,,1.334
7262,relax,,1.212
7265,relax,,1.618
7268,relax,,2.326
7271,relax,,2.717
7273,relax,,2.517
7276,relax,,1.965
7279,relax,,1.432
7281,relax,,1.188
7284,relax,,1.466
7287,relax,,2.146
7289,relax,,2.674
7292,relax,,2.605
7296,relax,,2.116
7297,relax,1.44,
7298,relax,,1.554
7301,relax,,1.207
7304,relax,,1.349
7307,relax,,1.96
7309,relax,,2.61
7312,relax,,2.698
7315,relax,,2.278
7317,relax,,1.672
7320,relax,,1.237
7323,relax,,1.217
7325,relax,,1.75
7328,relax,,2.444
7331,relax,,2.693
7333,relax,,2.385
7336,relax,,1.804
7340,relax,,1.325
7342,relax,,1.202
7345,relax,,1.618
7348,relax,,2.322
7351,relax,,2.713
7353,relax,,2.493
7356,relax,,1.94
7359,relax,,1.408
7361,relax,,1.158
7364,relax,,1.437
7367,relax,,2.111
7369,relax,,2.639
7372,relax,,2.59
7375,relax,,2.111
7377,relax,,1.559
7380,relax,,1.202
7384,relax,,1.329
7387,relax,,1.945
7389,relax,,2.571
7392,relax,,2.674
7395,relax,,2.234
7397,relax,,1.652
7400,relax,,1.232
7403,relax,,1.237
7405,relax,,1.764
7408,relax,,2.463
7411,relax,,2.717
7413,relax,,2.39
7416,relax,,1.818
7419,relax,,1.329
7422,relax,,1.197
7425,relax,,1.603
7428,relax,,2.312
7431,relax,,2.732
7433,relax,,2.517
7436,relax,,1.945
7439,relax,,1.408
7441,relax,,1.158
7444,relax,,1.417
7447,relax,,2.077
7449,relax,,2.595
7452,relax,,2.566
7455,relax,,2.038
7457,relax,,1.486
7460,relax,,1.144
7463,relax,,1.276
7467,relax,,1.891
7469,relax,,2.537
7472,relax,,2.654
7475,relax,,2.243
7477,relax,,1.662
7480,relax,,1.227
7483,relax,,1.207
7485,relax,,1.706
7488,relax,,2.39
7491,relax,,2.654
7493,relax,,2.346
7496,relax,,1.769
7499,relax,1.53,1.29
7502,relax,,1.173
7504,relax,,1.588
7507,relax,,2.336
7511,relax,,2.766
7513,relax,,2.571
7516,relax,,1.999
7519,relax,,1.437
7521,relax,,1.129
7524,relax,,1.237
7527,relax,,1.72
7529,relax,,2.102
7532,relax,,1.999
7535,relax,,1.564
7538,relax,,1.124
7540,relax,,0.894
7543,relax,,1.114
7546,relax,,1.794
7548,relax,,2.546
7552,relax,,2.771
7555,relax,,2.449
7557,relax,,1.95
7560,relax,,1.569
7563,relax,,1.603
7565,relax,,2.146
7568,relax,,2.815
7571,relax,,2.981
7573,relax,,2.571
7576,relax,,1.926
7579,relax,,1.388
7582,relax,,1.222
7584,relax,,1.588
7587,relax,,2.263
7590,relax,,2.654
7592,relax,,2.449
7596,relax,,1.896
7599,relax,,1.369
7601,relax,,1.129
7604,relax,,1.388
7607,relax,,2.067
7609,relax,,2.63
7612,relax,,2.561
7615,relax,,2.053
7618,relax,,1.491
7620,relax,,1.139
7623,relax,,1.266
7626,relax,,1.877
7628,relax,,2.512
7631,relax,,2.62
7634,relax,,2.209
7636,relax,,1.642
7640,relax,,1.212
7643,relax,,1.212
7645,relax,,1.735
7648,relax,,2.439
7651,relax,,2.698
7654,relax,,2.375
7656,relax,,1.784
7659,relax,,1.295
7662,relax,,1.144
7664,relax,,1.52
7667,relax,,2.224
7670,relax,,2.664
7672,relax,,2.493
7675,relax,,1.95
7678,relax,,1.413
7681,relax,,1.139
7684,relax,,1.393
7687,relax,,2.087
7690,relax,,2.595
7692,relax,,2.532
7695,relax,,2.023
7698,relax,,1.476
7700,relax,,1.134
7702,relax,1.73,
7703,relax,,1.271
7706,relax,,1.877
7708,relax,,2.517
7711,relax,,2.615
7714,relax,,2.19
7716,relax,,1.642
7719,relax,,1.188
7723,relax,,1.168
7726,relax,,1.652
7728,relax,,2.326
7731,relax,,2.576
7734,relax,,2.253
7736,relax,,1.701
7739,relax,,1.232
7742,relax,,1.1
7744,relax,,1.486
7747,relax,,2.175
7750,relax,,2.581
7752,relax,,2.38
7755,relax,,1.838
7758,relax,,1.325
7761,relax,,1.075
7763,relax,,1.329
7767,relax,,1.999
7770,relax,,2.556
7772,relax,,2.507
7775,relax,,2.028
7778,relax,,1.476
7780,relax,,1.153
7783,relax,,1.295
7786,relax,,1.921
7788,relax,,2.586
7791,relax,,2.713
7794,relax,,2.307
7796,relax,,1.725
7799,relax,,1.29
7802,relax,,1.29
7805,relax,,1.828
7808,relax,,2.571
7811,relax,,2.869
7814,relax,,2.556
7816,relax,,1.955
7819,relax,,1.432
7822,relax,,1.281
7824,relax,,1.696
7827,relax,,2.444
7830,relax,,2.889
7832,relax,,2.698
7835,relax,,2.141
7838,relax,,1.569
7841,relax,,1.3
7843,relax,,1.559
7846,relax,,2.273
7849,relax,,2.845
7852,relax,,2.786
7855,relax,,2.268
7858,relax,,1.667
7860,relax,,1.295
7863,relax,,1.408
7866,relax,,2.043
7868,relax,,2.717
7871,relax,,2.835
7874,relax,,2.41
7877,relax,,1.818
7879,relax,,1.349
7882,relax,,1.32
7885,relax,,1.828
7887,relax,,2.527
7890,relax,,2.805
7894,relax,,2.502
7896,relax,,1.921
7899,relax,,1.403
7902,relax,,1.241
7904,relax,,1.623
7905,relax,1.63,
7907,relax,,2.341
7910,relax,,2.781
7912,relax,,2.6
7915,relax,,2.043
7918,relax,,1.486
7921,relax,,1.207
7923,relax,,1.452
7926,relax,,2.131
7929,relax,,2.688
7931,relax,,2.644
7934,relax,,2.155
7938,relax,,1.579
7940,relax,,1.207
7943,relax,,1.32
7946,relax,,1.926
7948,relax,,2.581
7951,relax,,2.703
7954,relax,,2.292
7957,relax,,1.696
7959,relax,,1.251
7962,relax,,1.237
7965,relax,,1.75
7967,relax,,2.463
7970,relax,,2.732
7973,relax,,2.405
7975,relax,,1.828
7979,relax,,1.329
7982,relax,,1.173
7984,relax,,1.584
7987,relax,,2.283
7990,relax,,2.713
7993,relax,,2.537
7995,relax,,1.984
7998,relax,,1.442
8001,relax,,1.188
8003,relax,,1.457
8006,relax,,2.131
8009,relax,,2.708
8011,relax,,2.674
8014,relax,,2.16
8017,relax,,1.579
8019,relax,,1.207
8023,relax,,1.325
8026,relax,,1.931
8029,relax,,2.61
8031,relax,,2.737
8034,relax,,2.312
8037,relax,,1.716
8039,relax,,1.271
8042,relax,,1.256
8045,relax,,1.799
8047,relax,,2.522
8050,relax,,2.786
8053,relax,,2.458
8055,relax,,1.857
8058,relax,,1.349
8061,relax,,1.193
8065,relax,,1.618
8067,relax,,2.317
8070,relax,,2.757
8073,relax,,2.571
8075,relax,,2.019
8078,relax,,1.466
8081,relax,,1.202
8083,relax,,1.457
8086,relax,,2.146
8089,relax,,2.713
8091,relax,,2.683
8094,relax,,2.19
8097,relax,,1.608
8100,relax,,1.241
8102,relax,,1.354
8105,relax,,1.979
8108,relax,1.63,
8109,relax,,2.649
8111,relax,,2.781
8114,relax,,2.356
8117,relax,,1.75
8119,relax,,1.29
8122,relax,,1.251
8125,relax,,1.764
8127,relax,,2.498
8130,relax,,2.781
8133,relax,,2.463
8136,relax,,1.872
8138,relax,,1.359
8141,relax,,1.212
8144,relax,,1.613
8146,relax,,2.38
8150,relax,,2.786
8153,relax,,2.6
8155,relax,,2.048
8158,relax,,1.491
8161,relax,,1.222
8163,relax,,1.476
8166,relax,,2.165
8169,relax,,2.717
8171,relax,,2.659
8174,relax,,2.146
8177,relax,,1.559
8180,relax,,1.212
8182,relax,,1.295
8185,relax,,1.911
8188,relax,,2.581
8190,relax,,2.703
8194,relax,,2.292
8197,relax,,1.701
8199,relax,,1.256
8202,relax,,1.232
8205,relax,,1.74
8207,relax,,2.463
8210,relax,,2.752
8213,relax,,2.439
8216,relax,,1.848
8218,relax,,1.339
8221,relax,,1.173
8224,relax,,1.579
8226,relax,,2.283
8229,relax,,2.737
8232,relax,,2.571
8235,relax,,2.019
8238,relax,,1.466
8241,relax,,1.207
8243,relax,,1.481
8246,relax,,2.19
8249,relax,,2.752
8252,relax,,2.639
8254,relax,,2.067
8257,relax,,1.486
8260,relax,,1.08
8262,relax,,1.09
8265,relax,,1.53
8268,relax,,2.058
8270,relax,,2.155
8273,relax,,1.794
8276,relax,,1.32
8279,relax,,0.982
8282,relax,,1.051
8285,relax,,1.652
8287,relax,,2.502
8290,relax,,2.967
8293,relax,,2.796
8295,relax,,2.239
8298,relax,,1.681
8301,relax,,1.461
8304,relax,,1.774
8306,relax,,2.434
8309,relax,,2.83
8310,relax,1.73,
8312,relax,,2.654
8314,relax,,2.033
8317,relax,,1.461
8321,relax,,1.168
8323,relax,,1.388
8326,relax,,2.058
8329,relax,,2.644
8331,relax,,2.639
8334,relax,,2.146
8337,relax,,1.569
8340,relax,,1.193
8342,relax,,1.29
8345,relax,,1.877
8348,relax,,2.556
8350,relax,,2.703
8353,relax,,2.292
8356,relax,,1.696
8358,relax,,1.246
8361,relax,,1.202
8365,relax,,1.686
8367,relax,,2.395
8370,relax,,2.703
8373,relax,,2.419
8375,relax,,1.843
8378,relax,,1.325
8381,relax,,1.144
8384,relax,,1.486
8386,relax,,2.19
8389,relax,,2.654
8392,relax,,2.507
8394,relax,,1.97
8397,relax,,1.427
8400,relax,,1.139
8402,relax,,1.344
8406,relax,,1.984
8409,relax,,2.566
8411,relax,,2.551
8414,relax,,2.072
8417,relax,,1.51
8420,relax,,1.139
8422,relax,,1.217
8425,relax,,1.799
8428,relax,,2.463
8430,relax,,2.61
8433,relax,,2.214
8436,relax,,1.642
8438,relax,,1.193
8441,relax,,1.134
8444,relax,,1.608
8446,relax,,2.312
8450,relax,,2.63
8453,relax,,2.346
8455,relax,,1.779
8458,relax,,1.29
8461,relax,,1.114
8464,relax,,1.466
8466,relax,,2.165
8469,relax,,2.63
8472,relax,,2.478
8474,relax,,1.945
8477,relax,,1.408
8480,relax,,1.114
8482,relax,,1.315
8485,relax,,1.94
8488,relax,,2.517
8491,relax,,2.517
8494,relax,,2.048
8497,relax,,1.496
8500,relax,,1.134
8502,relax,,1.212
8505,relax,,1.789
8508,relax,,2.468
8510,relax,,2.664
8513,relax,1.53,2.297
8516,relax,,1.711
8518,relax,,1.261
8521,relax,,1.232
8524,relax,,1.701
8526,relax,,2.444
8529,relax,,2.81
8532,relax,,2.551
8536,relax,,1.97
8538,relax,,1.442
8541,relax,,1.246
8544,relax,,1.642
8546,relax,,2.405
8549,relax,,2.918
8552,relax,,2.791
8554,relax,,2.239
8557,relax,,1.642
8560,relax,,1.364
8562,relax,,1.559
8565,relax,,2.243
8568,relax,,2.859
8571,relax,,2.859
8573,relax,,2.366
8577,relax,,1.755
8580,relax,,1.329
8582,relax,,1.383
8585,relax,,1.975
8588,relax,,2.669
8590,relax,,2.84
8593,relax,,2.449
8596,relax,,1.852
8598,relax,,1.359
8601,relax,,1.29
8604,relax,,1.779
8607,relax,,2.542
8609,relax,,2.845
8612,relax,,2.542
8615,relax,,1.945
8617,relax,,1.408
8621,relax,,1.212
8624,relax,,1.579
8626,relax,,2.322
8629,relax,,2.82
8632,relax,,2.688
8634,relax,,2.141
8637,relax,,1.564
8640,relax,,1.251
8643,relax,,1.496
8645,relax,,2.151
8648,relax,,2.757
8651,relax,,2.742
8653,relax,,2.234
8656,relax,,1.632
8659,relax,,1.241
8662,relax,,1.325
8665,relax,,1.921
8668,relax,,2.6
8670,relax,,2.752
8673,relax,,2.346
8676,relax,,1.75
8679,relax,,1.29
8681,relax,,1.232
8684,relax,,1.735
8687,relax,,2.468
8689,relax,,2.805
8692,relax,,2.532
8695,relax,,1.94
8697,relax,,1.408
8700,relax,,1.197
8704,relax,,1.53
8706,relax,,2.229
8709,relax,,2.717
8712,relax,,2.61
8714,relax,,2.053
8716,relax,1.44,
8717,relax,,1.53
8720,relax,,1.188
8722,relax,,1.408
8725,relax,,2.077
8728,relax,,2.708
8731,relax,,2.742
8733,relax,,2.263
8736,relax,,1.652
8739,relax,,1.246
8741,relax,,1.295
8744,relax,,1.882
8748,relax,,2.581
8750,relax,,2.771
8753,relax,,2.38
8756,relax,,1.779
8758,relax,,1.295
8761,relax,,1.222
8764,relax,,1.672
8767,relax,,2.39
8769,relax,,2.737
8772,relax,,2.473
8775,relax,,1.901
8777,relax,,1.383
8780,relax,,1.178
8783,relax,,1.52
8785,relax,,2.239
8788,relax,,2.761
8792,relax,,2.659
8794,relax,,2.116
8797,relax,,1.54
8800,relax,,1.217
8803,relax,,1.403
8805,relax,,2.067
8808,relax,,2.703
8811,relax,,2.737
8813,relax,,2.263
8816,relax,,1.662
8819,relax,,1.246
8821,relax,,1.3
8824,relax,,1.882
8827,relax,,2.6
8829,relax,,2.796
8833,relax,,2.419
8836,relax,,1.808
8838,relax,,1.325
8841,relax,,1.217
8844,relax,,1.657
8847,relax,,2.385
8849,relax,,2.766
8852,relax,,2.527
8855,relax,,1.945
8857,relax,,1.408
8860,relax,,1.188
8863,relax,,1.5
8865,relax,,2.209
8868,relax,,2.727
8871,relax,,2.62
8873,relax,,2.082
8877,relax,,1.515
8880,relax,,1.173
8882,relax,,1.329
8885,relax,,1.989
8888,relax,,2.615
8891,relax,,2.693
8893,relax,,2.243
8896,relax,,1.652
8899,relax,,1.232
8901,relax,,1.261
8904,relax,,1.808
8907,relax,,2.517
8909,relax,,2.752
8912,relax,,2.4
8915,relax,,1.818
8918,relax,,1.329
8919,relax,1.44,
8921,relax,,1.217
8924,relax,,1.647
8927,relax,,2.385
8929,relax,,2.805
8932,relax,,2.6
8935,relax,,2.033
8937,relax,,1.481
8940,relax,,1.227
8943,relax,,1.51
8945,relax,,2.209
8948,relax,,2.747
8951,relax,,2.688
8953,relax,,2.16
8956,relax,,1.574
8960,relax,,1.232
8962,relax,,1.383
8965,relax,,2.023
8968,relax,,2.678
8970,relax,,2.742
8973,relax,,2.273
8976,relax,,1.672
8979,relax,,1.237
8981,relax,,1.251
8984,relax,,1.828
8987,relax,,2.59
8989,relax,,2.854
8992,relax,,2.517
8995,relax,,1.906
8997,relax,,1.388
9000,relax,,1.183
9004,relax,,1.476
9006,relax,,2.014
9009,relax,,2.239
9012,relax,,1.935
9015,relax,,1.427
9017,relax,,1.022
9020,relax,,0.899
9023,relax,,1.188
9025,relax,,1.931
9028,relax,,2.571
9031,relax,,2.605
9033,relax,,2.18
9036,relax,,1.676
9039,relax,,1.417
9041,relax,,1.681
9044,relax,,2.429
9048,relax,,3.084
9051,relax,,3.094
9053,relax,,2.556
9056,relax,,1.872
9059,relax,,1.378
9061,relax,,1.325
9064,relax,,1.833
9067,relax,,2.527
9069,relax,,2.757
9072,relax,,2.4
9075,relax,,1.808
9077,relax,,1.315
9080,relax,,1.212
9083,relax,,1.593
9085,relax,,2.331
9089,relax,,2.752
9092,relax,,2.566
9095,relax,,1.965
9097,relax,,1.417
9100,relax,,1.163
9103,relax,,1.442
9105,relax,,2.141
9108,relax,,2.688
9111,relax,,2.605
9113,relax,,2.072
9116,relax,,1.505
9119,relax,,1.153
9121,relax,1.44,1.3
9124,relax,,1.911
9127,relax,,2.581
9131,relax,,2.688
9133,relax,,2.243
9136,relax,,1.686
9139,relax,,1.212
9141,relax,,1.193
9144,relax,,1.701
9147,relax,,2.419
9149,relax,,2.693
9152,relax,,2.366
9155,relax,,1.779
9157,relax,,1.29
9160,relax,,1.158
9163,relax,,1.549
9165,relax,,2.287
9168,relax,,2.713
9171,relax,,2.507
9175,relax,,1.94
9177,relax,,1.403
9180,relax,,1.144
9183,relax,,1.413
9185,relax,,2.107
9188,relax,,2.678
9191,relax,,2.634
9193,relax,,2.126
9196,relax,,1.549
9199,relax,,1.178
9201,relax,,1.285
9204,relax,,1.887
9207,relax,,2.527
9210,relax,,2.634
9212,relax,,2.19
9216,relax,,1.613
9219,relax,,1.183
9221,relax,,1.153
9224,relax,,1.647
9227,relax,,2.361
9229,relax,,2.639
9232,relax,,2.322
9235,relax,,1.745
9237,relax,,1.285
9240,relax,,1.119
9243,relax,,1.53
9246,relax,,2.253
9248,relax,,2.683
9251,relax,,2.493
9254,relax,,1.931
9256,relax,,1.398
9260,relax,,1.153
9263,relax,,1.442
9265,relax,,2.17
9268,relax,,2.766
9271,relax,,2.732
9273,relax,,2.224
9276,relax,,1.632
9279,relax,,1.266
9282,relax,,1.432
9284,relax,,2.097
9287,relax,,2.81
9290,relax,,2.937
9292,relax,,2.517
9295,relax,,1.891
9298,relax,,1.413
9300,relax,,1.417
9304,relax,,1.96
9307,relax,,2.713
9309,relax,,3.001
9312,relax,,2.674
9315,relax,,2.053
9318,relax,,1.5
9320,relax,,1.329
9323,relax,,1.73
9324,relax,1.63,
9326,relax,,2.483
9328,relax,,2.923
9331,relax,,2.737
9334,relax,,2.121
9336,relax,,1.54
9339,relax,,1.256
9342,relax,,1.53
9345,relax,,2.243
9348,relax,,2.835
9351,relax,,2.801
9353,relax,,2.283
9356,relax,,1.672
9359,relax,,1.29
9362,relax,,1.408
9364,relax,,2.033
9367,relax,,2.698
9370,relax,,2.81
9372,relax,,2.361
9375,relax,,1.75
9378,relax,,1.285
9380,relax,,1.271
9383,relax,,1.804
9387,relax,,2.542
9389,relax,,2.83
9392,relax,,2.537
9395,relax,,1.896
9398,relax,,1.373
9400,relax,,1.207
9403,relax,,1.593
9406,relax,,2.317
9408,relax,,2.757
9411,relax,,2.576
9414,relax,,2.014
9416,relax,,1.466
9419,relax,,1.202
9422,relax,,1.457
9424,relax,,2.16
9427,relax,,2.766
9431,relax,,2.747
9434,relax,,2.234
9436,relax,,1.637
9439,relax,,1.256
9442,relax,,1.364
9444,relax,,1.994
9447,relax,,2.698
9450,relax,,2.801
9452,relax,,2.356
9455,relax,,1.735
9458,relax,,1.276
9460,relax,,1.241
9463,relax,,1.755
9466,relax,,2.488
9469,relax,,2.776
9472,relax,,2.458
9475,relax,,1.857
9478,relax,,1.344
9480,relax,,1.193
9483,relax,,1.593
9486,relax,,2.326
9488,relax,,2.776
9491,relax,,2.576
9494,relax,,2.004
9496,relax,,1.452
9499,relax,,1.178
9502,relax,,1.442
9505,relax,,2.16
9507,relax,,2.761
9510,relax,,2.737
9513,relax,,2.214
9516,relax,,1.613
9519,relax,,1.237
9522,relax,,1.349
9524,relax,,1.97
9527,relax,1.63,2.654
9530,relax,,2.781
9532,relax,,2.346
9535,relax,,1.745
9538,relax,,1.285
9540,relax,,1.246
9543,relax,,1.769
9546,relax,,2.507
9549,relax,,2.801
9551,relax,,2.478
9554,relax,,1.872
9558,relax,,1.354
9560,relax,,1.202
9563,relax,,1.598
9566,relax,,2.351
9568,relax,,2.815
9571,relax,,2.639
9574,relax,,2.063
9576,relax,,1.491
9579,relax,,1.207
9582,relax,,1.457
9585,relax,,2.16
9587,relax,,2.737
9590,relax,,2.698
9593,relax,,2.18
9595,relax,,1.588
9598,relax,,1.207
9602,relax,,1.315
9604,relax,,1.935
9607,relax,,2.625
9610,relax,,2.747
9612,relax,,2.312
9615,relax,,1.711
9618,relax,,1.266
9621,relax,,1.251
9623,relax,,1.789
9626,relax,,2.546
9629,relax,,2.845
9631,relax,,2.522
9634,relax,,1.911
9637,relax,,1.383
9639,relax,,1.222
9643,relax,,1.613
9646,relax,,2.351
9648,relax,,2.786
9651,relax,,2.586
9654,relax,,1.999
9657,relax,,1.442
9659,relax,,1.173
9662,relax,,1.437
9665,relax,,2.146
9667,relax,,2.727
9670,relax,,2.678
9673,relax,,2.16
9675,relax,,1.579
9678,relax,,1.207
9681,relax,,1.31
9683,relax,,1.926
9687,relax,,2.605
9690,relax,,2.717
9693,relax,,2.297
9695,relax,,1.701
9698,relax,,1.256
9701,relax,,1.241
9703,relax,,1.769
9706,relax,,2.507
9709,relax,,2.801
9711,relax,,2.473
9714,relax,,1.867
9717,relax,,1.388
9719,relax,,1.188
9722,relax,,1.569
9725,relax,,2.297
9729,relax,,2.752
9730,relax,1.63,
9731,relax,,2.576
9734,relax,,2.009
9737,relax,,1.461
9739,relax,,1.193
9742,relax,,1.461
9745,relax,,2.17
9747,relax,,2.727
9750,relax,,2.61
9753,relax,,2.023
9755,relax,,1.457
9758,relax,,1.056
9761,relax,,1.065
9763,relax,,1.569
9766,relax,,2.185
9769,relax,,2.351
9773,relax,,2.004
9775,relax,,1.496
9778,relax,,1.119
9781,relax,,1.217
9783,relax,,1.891
9786,relax,,2.84
9789,relax,,3.265
9791,relax,,2.972
9794,relax,,2.322
9797,relax,,1.701
9799,relax,,1.437
9802,relax,,1.745
9805,relax,,2.419
9808,relax,,2.869
9810,relax,,2.625
9814,relax,,2.023
9817,relax,,1.457
9819,relax,,1.173
9822,relax,,1.417
9825,relax,,2.116
9827,relax,,2.737
9830,relax,,2.708
9833,relax,,2.19
9835,relax,,1.603
9838,relax,,1.212
9841,relax,,1.295
9844,relax,,1.906
9846,relax,,2.595
9849,relax,,2.737
9852,relax,,2.307
9854,relax,,1.711
9858,relax,,1.246
9861,relax,,1.193
9863,relax,,1.691
9866,relax,,2.419
9869,relax,,2.732
9871,relax,,2.458
9874,relax,,1.848
9877,relax,,1.325
9879,relax,,1.153
9882,relax,,1.51
9885,relax,,2.258
9888,relax,,2.722
9890,relax,,2.561
9893,relax,,1.999
9896,relax,,1.442
9899,relax,,1.163
9902,relax,,1.388
9905,relax,,2.082
9907,relax,,2.683
9910,relax,,2.693
9913,relax,,2.17
9915,relax,,1.584
9918,relax,,1.202
9921,relax,,1.305
9924,relax,,1.911
9926,relax,,2.59
9929,relax,,2.717
9932,relax,1.44,2.283
9934,relax,,1.681
9937,relax,,1.232
9940,relax,,1.183
9943,relax,,1.681
9946,relax,,2.405
9949,relax,,2.703
9951,relax,,2.395
9954,relax,,1.804
9957,relax,,1.3
9960,relax,,1.129
9962,relax,,1.525
9965,relax,,2.219
9968,relax,,2.664
9970,relax,,2.478
9973,relax,,1.916
9976,relax,,1.388
9978,relax,,1.105
9981,relax,,1.344
9985,relax,,2.033
9987,relax,,2.62
9990,relax,,2.6
9993,relax,,2.107
9995,relax,,1.535
9998,relax,,1.163
10001,relax,,1.3
10004,relax,,1.901
10006,relax,,2.605
10009,relax,,2.747
10012,relax,,2.287
10015,relax,,1.676
10017,relax,,1.232
10020,relax,,1.256
10023,relax,,1.843
10025,relax,,2.615
10029,relax,,2.859
10032,relax,,2.493
10035,relax,,1.848
10037,relax,,1.349
10040,relax,,1.281
10043,relax,,1.813
10046,relax,,2.615
10048,relax,,2.962
10051,relax,,2.644
10054,relax,,2.009
10057,relax,,1.461
10059,relax,,1.305
10062,relax,,1.755
10065,relax,,2.542
10068,relax,,2.981
10071,relax,,2.737
10074,relax,,2.111
10077,relax,,1.53
10079,relax,,1.295
10082,relax,,1.637
10085,relax,,2.419
10088,relax,,2.918
10090,relax,,2.737
10093,relax,,2.146
10096,relax,,1.535
10099,relax,,1.251
10101,relax,,1.525
10104,relax,,2.243
10107,relax,,2.801
10110,relax,,2.708
10113,relax,,2.165
10116,relax,,1.598
10119,relax,,1.227
10121,relax,,1.422
10124,relax,,2.136
10127,relax,,2.786
10130,relax,,2.781
10132,relax,,2.253
10135,relax,1.63,1.642
10138,relax,,1.241
10141,relax,,1.388
10143,relax,,2.019
10146,relax,,2.732
10149,relax,,2.805
10152,relax,,2.312
10155,relax,,1.686
10158,relax,,1.241
10161,relax,,1.266
10164,relax,,1.862
10166,relax,,2.595
10169,relax,,2.781
10172,relax,,2.356
10174,relax,,1.73
10177,relax,,1.266
10180,relax,,1.232
10183,relax,,1.774
10185,relax,,2.527
10188,relax,,2.84
10191,relax,,2.449
10194,relax,,1.838
10196,relax,,1.329
10200,relax,,1.212
10203,relax,,1.672
10206,relax,,2.434
10208,relax,,2.805
10211,relax,,2.522
10214,relax,,1.911
10216,relax,,1.373
10219,relax,,1.183
10222,relax,,1.564
10225,relax,,2.331
10227,relax,,2.81
10230,relax,,2.605
10233,relax,,2.014
10236,relax,,1.447
10238,relax,,1.178
10242,relax,,1.486
10245,relax,,2.243
10248,relax,,2.81
10250,relax,,2.693
10253,relax,,2.116
10256,relax,,1.525
10259,relax,,1.197
10261,relax,,1.432
10264,relax,,2.146
10267,relax,,2.776
10269,relax,,2.747
10272,relax,,2.209
10275,relax,,1.608
10278,relax,,1.222
10280,relax,,1.349
10284,relax,,2.028
10287,relax,,2.683
10290,relax,,2.776
10292,relax,,2.258
10295,relax,,1.652
10298,relax,,1.232
10300,relax,,1.295
10303,relax,,1.916
10306,relax,,2.63
10309,relax,,2.801
10311,relax,,2.38
10314,relax,,1.764
10317,relax,,1.295
10320,relax,,1.266
10322,relax,,1.813
10326,relax,,2.586
10329,relax,,2.854
10332,relax,,2.493
10334,relax,,1.862
10337,relax,,1.349
10338,relax,1.44,
10340,relax,,1.232
10342,relax,,1.696
10345,relax,,2.454
10348,relax,,2.815
10351,relax,,2.522
10353,relax,,1.906
10356,relax,,1.378
10359,relax,,1.207
10362,relax,,1.593
10364,relax,,2.37
10368,relax,,2.849
10371,relax,,2.639
10374,relax,,2.028
10376,relax,,1.452
10379,relax,,1.202
10382,relax,,1.515
10384,relax,,2.263
10387,relax,,2.781
10390,relax,,2.644
10393,relax,,2.077
10395,relax,,1.505
10398,relax,,1.207
10401,relax,,1.471
10404,relax,,2.136
10406,relax,,2.747
10409,relax,,2.752
10413,relax,,2.19
10416,relax,,1.584
10418,relax,,1.212
10421,relax,,1.354
10424,relax,,2.019
10426,relax,,2.698
10429,relax,,2.757
10432,relax,,2.268
10435,relax,,1.652
10437,relax,,1.232
10440,relax,,1.29
10443,relax,,1.911
10446,relax,,2.654
10448,relax,,2.84
